"subject","y.brand","x.brand","pos_num.brand","manip_ok.brand","y.pop","x.pop","pos_num.pop","manip_ok.pop","y.rep","x.rep","pos_num.rep","manip_ok.rep","inv_app","inv_dl","inv_cat","manip_ok_all"
8260,5,0,2,1,5,0,1,0,2,0,3,1,0.338134431,-0.359972678,-2.730208333,2
8261,5,0,1,1,4,0,3,1,6,0,2,1,-0.328532236,0.306693989,0.894791667,3
8262,5,0,1,0,5,1,3,1,5,1,2,1,-1.661865569,-0.693306011,-0.105208333,2
8263,7,1,1,1,5,0,2,1,4,1,3,1,0.671467764,-1.359972678,-0.480208333,3
8264,6,1,2,1,6,0,3,1,5,1,1,1,1.671467764,2.306693989,1.394791667,3
8265,4,0,1,1,4,1,2,0,4,0,3,0,-1.995198903,1.306693989,-0.355208333,1
8266,5,0,3,0,5,1,2,1,6,0,1,1,-3.661865569,-0.693306011,0.144791667,2
8267,3,0,1,0,3,0,3,0,2,0,2,1,0.338134431,1.640027322,-4.480208333,1
8268,5,0,1,1,5,0,2,0,2,0,3,1,1.338134431,0.306693989,-0.355208333,2
8269,3,0,3,1,4,1,1,0,3,1,2,1,1.004801097,1.640027322,0.019791667,2
8270,6,1,1,1,5,1,3,0,4,0,2,1,1.004801097,0.306693989,-0.730208333,2
8271,2,1,2,1,6,1,1,1,1,0,3,1,0.671467764,2.306693989,2.519791667,3
8272,4,0,3,1,4,1,1,1,4,1,2,1,0.338134431,-3.693306011,-0.355208333,3
8273,6,1,3,1,5,1,1,0,5,1,2,0,0.338134431,0.306693989,0.019791667,1
8274,6,1,2,0,4,1,3,1,5,0,1,1,-1.661865569,-0.026639344,0.894791667,2
8275,7,0,3,1,5,0,2,0,4,0,1,1,1.004801097,1.306693989,1.644791667,2
8276,5,1,1,1,4,0,2,1,5,1,3,1,0.338134431,0.306693989,-1.105208333,3
8278,4,0,1,0,4,1,3,1,4,0,2,1,1.004801097,-0.359972678,-4.480208333,2
8279,5,0,1,1,6,0,2,1,2,0,3,1,0.338134431,-1.026639344,-0.230208333,3
8281,7,1,3,1,6,0,2,1,4,0,1,1,-1.328532236,0.640027322,0.394791667,3
8282,5,1,1,1,4,0,2,1,3,0,3,1,0.004801097,-1.026639344,-1.730208333,3
8283,4,0,2,0,4,1,1,1,4,1,3,1,-0.661865569,-1.026639344,-1.105208333,2
8284,5,1,3,1,4,0,2,0,2,0,1,1,-1.328532236,1.306693989,-0.480208333,2
8285,2,0,3,1,5,0,1,0,6,0,2,1,0.671467764,2.306693989,-0.480208333,2
8287,2,0,2,1,2,0,3,0,2,0,1,0,1.004801097,-2.026639344,-2.230208333,1
8288,4,0,1,1,3,1,3,1,5,1,2,1,1.004801097,-1.693306011,1.019791667,3
8289,6,1,3,0,4,0,2,1,3,0,1,1,1.671467764,1.306693989,-4.480208333,2
8290,6,1,1,1,2,0,3,1,1,0,2,1,0.671467764,1.973360656,-0.355208333,3
8291,4,0,1,0,5,0,2,1,2,0,3,1,1.671467764,2.306693989,-0.480208333,2
8292,6,0,2,0,5,1,3,0,6,1,1,0,1.004801097,1.640027322,1.269791667,0
8293,2,0,3,1,3,0,1,1,2,0,2,1,-0.661865569,-0.693306011,-0.480208333,3
8294,4,1,3,1,3,0,2,1,4,1,1,1,0.004801097,-0.026639344,-0.730208333,3
8295,1,0,1,1,2,0,2,0,1,0,3,0,0.338134431,1.306693989,-2.105208333,1
8296,6,1,1,1,4,1,3,1,6,1,2,1,1.338134431,0.306693989,-0.355208333,3
8297,6,0,2,1,3,0,3,1,2,0,1,0,1.338134431,1.306693989,1.394791667,2
8298,5,1,3,1,2,1,2,1,1,1,1,1,-0.328532236,0.306693989,0.269791667,3
8300,7,1,2,1,5,1,1,0,2,0,3,1,-0.661865569,-1.026639344,1.769791667,2
8301,3,0,2,0,2,1,1,1,1,0,3,1,-1.328532236,0.306693989,-0.480208333,2
8302,3,0,2,1,5,0,3,0,2,1,1,1,0.338134431,-0.693306011,-0.230208333,2
8303,5,0,3,1,5,0,2,0,2,1,1,0,-1.328532236,-1.026639344,-4.480208333,1
8304,7,0,3,0,7,1,2,0,7,0,1,0,-0.661865569,-3.026639344,-1.980208333,0
8305,4,0,2,0,5,0,1,1,4,1,3,0,-0.661865569,-1.693306011,-1.730208333,1
8306,5,0,2,0,4,0,3,1,6,0,1,1,0.338134431,-0.359972678,0.769791667,2
8307,6,1,2,1,4,1,1,1,4,1,3,1,-0.328532236,0.640027322,1.019791667,3
8308,7,0,1,0,7,1,3,0,7,0,2,1,0.338134431,0.306693989,-2.605208333,1
8309,6,1,1,0,5,0,2,0,6,1,3,1,0.338134431,1.640027322,2.019791667,1
8310,6,1,3,1,6,1,1,1,5,0,2,1,0.338134431,0.306693989,-0.105208333,3
8312,5,1,2,1,5,0,1,0,4,1,3,0,0.338134431,0.973360656,1.144791667,1
8314,4,0,3,1,4,1,2,0,4,1,1,1,0.004801097,0.306693989,-2.480208333,2
8315,6,1,3,0,5,0,2,1,6,0,1,0,1.671467764,0.306693989,2.519791667,1
8316,1,0,1,0,5,1,2,1,1,0,3,1,-2.995198903,-2.693306011,0.519791667,2
8317,5,0,2,1,6,0,3,1,1,1,1,1,-0.328532236,-0.359972678,-1.230208333,3
8318,5,1,2,0,6,1,3,1,5,0,1,1,1.671467764,-1.026639344,0.269791667,2
8319,4,1,1,0,4,0,2,0,5,1,3,1,-1.661865569,0.640027322,0.019791667,1
8320,5,0,1,1,6,1,2,0,4,1,3,0,1.338134431,0.973360656,2.019791667,1
8321,6,0,2,0,6,1,1,0,6,1,3,1,1.671467764,0.973360656,-0.105208333,1
8322,3,1,3,0,3,1,1,1,1,0,2,1,0.004801097,1.640027322,0.519791667,2
8323,6,1,1,0,7,0,2,1,6,1,3,1,1.338134431,1.306693989,1.144791667,2
8324,6,0,3,0,3,1,2,0,5,1,1,1,-0.661865569,-1.693306011,-0.355208333,1
8325,5,0,1,1,3,1,3,1,6,0,2,0,1.671467764,-0.359972678,1.269791667,2
8327,4,0,1,1,4,1,2,1,4,1,3,1,0.004801097,0.973360656,0.519791667,3
8328,6,1,1,0,7,1,2,1,3,0,3,1,-1.995198903,-0.359972678,0.144791667,2
8329,6,1,2,0,4,0,1,0,4,0,3,1,-0.661865569,0.640027322,0.394791667,1
8330,5,1,1,1,5,0,2,1,5,1,3,1,-0.328532236,0.306693989,-0.355208333,3
8331,6,0,3,0,5,1,2,1,5,1,1,1,0.004801097,-0.693306011,1.269791667,2
8332,7,1,3,0,1,1,2,0,2,0,1,0,-2.328532236,-1.693306011,-0.355208333,0
8333,4,1,3,1,4,1,2,0,4,0,1,1,-1.328532236,-0.693306011,-0.480208333,2
8334,4,1,2,0,4,1,1,1,4,1,3,1,-1.661865569,1.640027322,-1.855208333,2
8335,7,1,2,0,6,0,3,1,5,0,1,1,0.004801097,-0.359972678,0.894791667,2
8337,4,1,1,1,4,1,2,1,4,0,3,1,-0.995198903,-0.693306011,-1.355208333,3
8338,6,1,3,0,6,1,1,1,2,0,2,1,0.004801097,-1.359972678,0.644791667,2
8339,7,1,1,1,3,0,3,1,3,0,2,1,1.004801097,-1.693306011,0.519791667,3
8340,6,0,2,1,4,0,3,0,6,0,1,0,1.338134431,2.306693989,1.519791667,1
8342,6,1,3,1,5,0,1,1,6,1,2,1,-0.661865569,-1.693306011,0.019791667,3
8343,5,0,1,1,6,1,3,1,6,1,2,1,0.671467764,0.973360656,1.394791667,3
8344,7,0,1,0,5,1,3,1,4,1,2,1,1.671467764,0.973360656,-4.480208333,2
8345,4,0,2,1,4,1,3,0,4,1,1,1,0.338134431,-1.026639344,-0.605208333,2
8347,5,1,3,1,5,0,2,0,5,0,1,1,-5.328532236,-1.026639344,-0.730208333,2
8348,1,0,1,0,1,1,2,0,1,1,3,0,-1.328532236,1.306693989,-0.355208333,0
8349,3,1,2,1,2,0,1,0,2,0,3,1,-2.995198903,1.640027322,-1.980208333,2
8350,6,1,3,0,5,0,2,1,4,0,1,1,0.004801097,-0.359972678,-1.230208333,2
8351,7,1,2,1,2,1,3,0,4,1,1,1,-2.661865569,-1.026639344,-2.605208333,2
8352,7,1,2,1,7,0,3,0,7,1,1,0,0.338134431,-0.359972678,1.019791667,1
8353,7,0,1,0,6,0,2,1,5,0,3,1,0.004801097,0.306693989,-0.605208333,2
8356,5,1,1,0,5,0,2,1,5,0,3,1,-0.661865569,-2.026639344,-0.230208333,2
8357,5,0,3,0,2,1,2,1,3,0,1,1,-1.661865569,1.306693989,0.144791667,2
8358,2,0,2,1,7,0,3,0,5,0,1,0,0.338134431,-1.693306011,0.769791667,1
8359,6,1,3,1,5,0,2,1,5,1,1,1,0.338134431,-0.359972678,0.769791667,3
8360,5,0,2,0,6,0,1,0,5,1,3,1,0.004801097,-1.026639344,-0.355208333,1
8361,1,0,3,1,1,0,1,1,1,0,2,1,0.671467764,0.640027322,-0.605208333,3
8362,5,0,2,1,5,0,1,0,5,1,3,1,0.004801097,-1.359972678,0.519791667,2
8363,7,1,2,1,7,1,1,0,7,0,3,1,-0.328532236,0.306693989,-0.730208333,2
8364,3,1,3,0,3,0,1,0,2,0,2,1,0.671467764,-1.026639344,-1.230208333,1
8366,5,1,3,1,5,0,1,0,5,0,2,0,0.671467764,-1.693306011,1.394791667,1
8367,7,1,2,1,7,1,1,1,7,1,3,1,1.671467764,2.306693989,2.519791667,3
8368,7,1,3,1,6,0,1,1,5,1,2,1,0.004801097,-0.693306011,-0.855208333,3
8369,3,1,2,1,4,1,3,0,3,1,1,0,0.338134431,0.973360656,-1.605208333,1
8371,6,1,1,1,6,0,2,1,4,1,3,1,1.004801097,-0.693306011,-0.355208333,3
8372,6,0,2,1,6,0,1,1,5,0,3,1,1.338134431,1.973360656,-1.480208333,3
8373,1,1,3,1,1,1,2,0,1,0,1,0,-0.661865569,-0.693306011,0.644791667,1
8374,4,1,1,1,7,0,2,0,4,0,3,1,-0.661865569,-1.693306011,-0.730208333,2
8375,2,1,3,1,1,1,1,0,1,1,2,0,-2.995198903,2.306693989,-3.480208333,1
8376,5,0,2,0,4,0,1,1,5,1,3,1,-0.328532236,-4.693306011,1.894791667,2
8377,5,1,2,1,5,0,3,1,5,0,1,1,0.004801097,-2.359972678,0.644791667,3
8378,6,1,1,0,6,1,2,1,6,1,3,1,-0.328532236,1.306693989,1.644791667,2
8379,6,1,1,1,7,1,2,1,6,0,3,1,0.671467764,0.973360656,1.019791667,3
8380,6,0,2,1,7,0,3,0,4,0,1,1,0.338134431,-1.693306011,0.019791667,2
8381,5,0,2,1,4,0,1,0,5,1,3,1,-0.995198903,0.306693989,0.519791667,2
8382,5,1,2,1,4,0,1,0,6,1,3,0,0.671467764,-0.693306011,-0.605208333,1
8383,7,0,2,1,6,0,1,1,6,1,3,1,0.004801097,-0.026639344,0.519791667,3
8384,7,0,2,1,7,0,1,1,6,1,3,1,1.671467764,2.306693989,2.144791667,3
8385,4,0,1,1,6,1,3,1,2,0,2,1,1.004801097,-0.359972678,1.394791667,3
8386,5,0,2,0,3,0,3,1,6,1,1,1,-0.995198903,-0.026639344,-1.230208333,2
8387,6,1,2,1,4,0,1,0,4,1,3,1,-0.661865569,1.306693989,-1.605208333,2
8389,4,1,3,1,4,0,1,0,4,0,2,1,-1.661865569,1.973360656,-4.480208333,2
8390,7,1,2,1,6,0,1,1,7,1,3,1,1.004801097,-2.026639344,0.519791667,3
8391,4,1,1,1,4,0,2,0,4,0,3,0,-0.995198903,-1.693306011,-0.605208333,1
8392,6,1,3,0,5,1,1,1,6,1,2,1,0.671467764,-3.026639344,0.644791667,2
8393,4,1,2,1,5,1,1,1,4,1,3,1,-0.328532236,0.640027322,0.644791667,3
8394,4,0,3,0,2,1,2,0,4,0,1,0,1.004801097,1.640027322,1.894791667,0
8396,5,1,2,1,3,0,1,1,6,1,3,1,-0.328532236,0.306693989,0.019791667,3
8397,7,0,2,0,7,0,1,1,7,1,3,1,1.671467764,0.306693989,-0.480208333,2
8398,7,1,3,1,6,0,1,0,5,0,2,1,0.338134431,-1.693306011,-0.105208333,2
8399,6,0,2,1,6,0,1,1,6,1,3,1,-0.995198903,-4.693306011,-0.355208333,3
8401,1,1,2,1,1,0,1,0,1,0,3,0,-1.328532236,2.306693989,-2.355208333,1
8402,2,0,2,1,5,1,1,0,1,1,3,0,0.671467764,1.306693989,1.144791667,1
8403,4,0,3,0,4,0,2,1,4,1,1,1,-0.995198903,0.306693989,-0.605208333,2
8404,4,0,2,0,6,0,3,1,5,0,1,1,1.671467764,1.306693989,0.894791667,2
8405,6,1,2,1,7,1,1,1,6,0,3,1,0.004801097,-0.359972678,1.394791667,3
8406,5,1,2,1,4,0,1,1,2,0,3,1,1.338134431,0.973360656,-0.230208333,3
8407,6,0,3,0,5,1,1,0,4,1,2,0,-0.661865569,-1.026639344,-0.105208333,0
8408,3,0,3,1,5,0,1,0,2,1,2,0,0.671467764,-2.359972678,0.269791667,1
8409,4,0,3,1,4,1,1,1,4,0,2,1,-0.661865569,0.306693989,-0.480208333,3
8410,4,0,3,0,5,0,1,1,6,0,2,1,1.004801097,0.306693989,0.894791667,2
8412,7,1,2,0,7,0,1,1,7,1,3,1,0.671467764,0.640027322,1.019791667,2
8413,7,1,1,1,5,0,3,1,5,1,2,0,0.671467764,-0.359972678,1.644791667,2
8414,7,1,3,0,6,1,1,1,6,1,2,1,1.004801097,2.306693989,0.769791667,2
8415,2,1,3,0,2,1,2,0,4,1,1,0,1.004801097,0.973360656,-0.480208333,0
8419,4,0,3,0,5,0,1,1,5,1,2,1,-1.328532236,-0.359972678,-0.230208333,2
8420,7,1,1,1,7,0,3,0,7,1,2,1,0.671467764,0.306693989,1.019791667,2
8421,5,0,1,0,6,0,2,1,6,1,3,1,-2.661865569,0.640027322,0.144791667,2
8423,4,0,3,0,4,0,2,0,4,1,1,1,-1.661865569,-1.359972678,-1.480208333,1
8425,6,1,3,0,6,1,2,1,6,1,1,1,1.671467764,-0.693306011,0.519791667,2
8427,5,1,1,1,4,1,3,1,4,1,2,0,-1.328532236,-0.359972678,0.019791667,2
8428,4,1,1,0,4,0,3,1,4,0,2,0,0.338134431,0.306693989,-0.730208333,1
8429,6,1,2,1,6,0,3,1,5,0,1,0,0.671467764,0.973360656,-0.355208333,2
8430,4,0,3,1,7,1,1,1,3,1,2,1,0.671467764,-0.693306011,-0.730208333,3
8431,5,0,2,0,5,1,1,0,3,0,3,1,-0.328532236,0.640027322,2.144791667,1
8433,6,1,1,1,6,0,2,0,3,0,3,1,0.671467764,1.306693989,-1.105208333,2
8434,6,1,1,1,3,1,2,0,5,1,3,1,-1.328532236,-3.693306011,-0.980208333,2
8435,7,1,1,1,7,1,2,1,6,1,3,1,0.004801097,-2.026639344,0.269791667,3
8437,6,0,1,1,6,0,2,1,4,0,3,1,1.671467764,0.306693989,0.269791667,3
8438,6,1,1,0,4,1,2,1,4,1,3,1,0.671467764,0.306693989,0.644791667,2
8439,6,0,2,1,6,0,3,1,2,0,1,1,1.671467764,-0.693306011,0.144791667,3
8440,5,0,3,1,4,0,2,1,5,1,1,1,1.004801097,0.640027322,0.894791667,3
8441,1,1,1,0,3,1,3,0,1,1,2,1,-1.328532236,-0.693306011,-0.105208333,1
8442,5,1,2,1,5,1,3,0,4,0,1,1,1.671467764,1.973360656,0.269791667,2
8443,1,0,2,1,6,1,1,1,2,0,3,1,1.338134431,2.306693989,2.019791667,3
8444,3,0,3,1,4,1,1,0,2,0,2,1,0.004801097,-1.359972678,-0.480208333,2
8445,6,1,1,1,4,0,2,1,4,0,3,0,1.338134431,-1.693306011,-1.230208333,2
8446,6,0,1,1,6,1,2,1,5,0,3,1,-1.661865569,-1.693306011,-0.980208333,3
8447,5,1,2,1,1,0,1,1,2,0,3,1,-0.661865569,0.306693989,0.769791667,3
8448,4,0,1,1,4,0,3,0,5,0,2,1,1.004801097,1.306693989,0.644791667,2
8449,6,0,2,0,6,0,1,1,7,1,3,1,0.004801097,1.973360656,0.269791667,2
8450,7,0,1,1,3,0,3,1,7,1,2,1,0.004801097,1.640027322,-0.605208333,3
8451,5,0,2,1,6,0,3,1,5,1,1,1,0.004801097,-1.693306011,0.519791667,3
8452,6,0,3,0,7,1,1,1,4,0,2,1,-0.328532236,-0.693306011,-0.980208333,2
8453,5,0,2,0,5,1,3,1,5,0,1,1,0.671467764,-0.026639344,0.144791667,2
8454,7,1,1,1,7,1,3,1,6,1,2,1,-1.328532236,-0.693306011,0.269791667,3
8455,4,0,1,0,5,0,3,0,4,1,2,1,0.338134431,1.973360656,-1.355208333,1
8456,7,1,2,0,7,1,3,1,6,0,1,1,1.338134431,-1.026639344,0.394791667,2
8457,6,1,3,1,6,1,1,1,3,0,2,0,0.671467764,-1.026639344,1.394791667,2
8458,5,0,3,1,7,1,1,1,5,1,2,1,0.671467764,0.973360656,-0.480208333,3
8459,6,0,3,0,5,1,1,0,7,1,2,0,1.671467764,2.306693989,0.894791667,0
8460,6,0,3,1,6,1,1,1,3,0,2,1,0.671467764,-0.359972678,1.269791667,3
8461,7,0,3,0,7,1,2,1,6,0,1,0,1.671467764,2.306693989,2.144791667,1
8462,6,1,1,1,5,0,2,1,5,1,3,1,-1.328532236,-0.026639344,0.269791667,3
8463,3,0,1,0,3,1,2,0,3,0,3,1,0.338134431,-0.026639344,1.394791667,1
8464,3,1,3,0,6,0,1,1,6,1,2,1,-0.661865569,0.640027322,0.644791667,2
8465,6,1,2,1,4,0,3,1,5,1,1,1,0.338134431,-1.359972678,0.519791667,3
8466,5,0,3,1,5,1,2,0,2,1,1,1,1.004801097,-1.693306011,0.894791667,2
8467,3,1,2,0,1,0,3,1,7,1,1,1,0.671467764,0.973360656,0.519791667,2
8468,4,0,3,0,7,1,1,1,3,0,2,1,1.338134431,0.640027322,0.644791667,2
8469,6,0,3,0,2,0,1,1,5,0,2,1,0.338134431,0.306693989,-4.480208333,2
8470,2,0,3,1,5,0,1,0,6,0,2,1,0.671467764,1.306693989,0.144791667,2
8471,2,1,3,1,3,0,2,0,3,0,1,1,-0.995198903,-1.026639344,-0.355208333,2
8472,3,0,2,1,4,1,1,0,2,1,3,1,0.004801097,-1.359972678,-0.230208333,2
8473,7,1,3,1,7,0,2,1,5,1,1,1,1.004801097,2.306693989,-1.230208333,3
8474,2,0,1,1,5,1,2,0,3,1,3,1,0.338134431,0.640027322,-1.105208333,2
8475,4,0,1,1,4,1,2,0,4,0,3,1,0.671467764,-2.693306011,-0.355208333,2
8476,4,1,1,0,5,0,2,1,3,0,3,1,-0.328532236,0.973360656,-0.480208333,2
8477,3,1,2,1,5,1,3,1,5,0,1,1,-0.995198903,-1.026639344,-0.480208333,3
8478,2,0,1,0,6,1,3,0,5,0,2,1,0.004801097,1.306693989,0.019791667,1
8479,4,0,3,0,5,1,2,1,2,0,1,1,1.671467764,0.973360656,0.519791667,2
8480,7,1,3,1,4,0,2,0,5,0,1,1,1.004801097,0.973360656,-0.730208333,2
8481,7,1,3,1,7,1,2,0,7,1,1,0,1.671467764,2.306693989,1.894791667,1
8482,1,0,1,1,5,1,3,0,3,1,2,0,1.004801097,1.306693989,1.394791667,1
8483,6,1,2,1,3,1,3,1,6,1,1,1,-0.995198903,0.640027322,-0.105208333,3
8484,6,1,1,1,6,1,2,0,2,0,3,1,0.671467764,-0.693306011,-0.230208333,2
8485,5,1,2,0,4,0,1,1,5,0,3,1,-0.328532236,1.306693989,-0.230208333,2
8486,7,1,1,1,5,1,3,0,1,0,2,0,-0.328532236,-0.359972678,-0.355208333,1
8487,4,0,2,1,4,0,1,1,4,0,3,1,0.004801097,0.640027322,0.269791667,3
8488,4,1,2,0,4,0,1,0,4,0,3,0,1.004801097,2.306693989,-0.105208333,0
8489,6,0,2,1,6,1,1,1,6,0,3,1,0.004801097,1.973360656,0.394791667,3
8490,6,0,1,1,5,1,2,1,2,0,3,1,0.004801097,0.973360656,0.269791667,3
8491,2,0,2,0,5,1,1,0,6,1,3,0,-1.328532236,-2.359972678,1.019791667,0
8492,3,0,3,1,4,1,2,1,5,1,1,1,1.338134431,0.973360656,-0.605208333,3
8493,6,0,3,1,5,1,1,1,2,0,2,1,0.004801097,-0.359972678,-1.355208333,3
8494,7,1,1,1,5,0,3,1,5,0,2,1,-0.661865569,-0.026639344,-0.355208333,3
8495,6,1,1,1,2,0,3,1,2,0,2,1,1.338134431,1.640027322,-0.230208333,3
8496,6,1,3,1,4,1,2,1,3,0,1,1,1.671467764,1.306693989,1.144791667,3
8497,5,1,3,1,6,0,1,1,2,1,2,1,1.004801097,1.306693989,1.644791667,3
8498,7,1,3,1,1,1,1,0,1,1,2,1,-0.328532236,2.306693989,0.894791667,2
8499,7,1,2,1,7,1,3,1,6,1,1,1,0.004801097,-1.359972678,0.019791667,3
