"subject","focal","position","pos_num","x","x_lab","y","y_mc","manip_ok","comp","inv_app","inv_dl","inv_cat","x_brand","x_pop","x_rep","x_other_brand","x_other_rep","x_other_pop"
8111,"brand","first",1,0,"low",2,-2.967413442,1,0,0.338134431,2.306693989,0.894791667,0,1,1,NA,1,1
8111,"rep","second",2,1,"high",5,0.953156823,1,1,0.338134431,2.306693989,0.894791667,0,1,1,0,NA,1
8111,"pop","third",3,1,"high",5,0.474541752,1,1,0.338134431,2.306693989,0.894791667,0,1,1,0,1,NA
8113,"brand","first",1,1,"high",7,2.032586558,1,0,0.671467764,0.973360656,0.519791667,1,1,1,NA,1,1
8113,"pop","second",2,1,"high",5,0.474541752,1,1,0.671467764,0.973360656,0.519791667,1,1,1,1,1,NA
8113,"rep","third",3,1,"high",5,0.953156823,1,1,0.671467764,0.973360656,0.519791667,1,1,1,1,NA,1
8114,"rep","first",1,0,"low",2,-2.046843177,1,0,0.004801097,1.306693989,-0.605208333,1,1,0,1,NA,1
8114,"pop","second",2,1,"high",5,0.474541752,1,1,0.004801097,1.306693989,-0.605208333,1,1,0,1,0,NA
8114,"brand","third",3,1,"high",4,-0.967413442,1,1,0.004801097,1.306693989,-0.605208333,1,1,0,NA,0,1
8115,"pop","first",1,1,"high",5,0.474541752,1,0,-1.328532236,-2.359972678,-0.855208333,1,1,0,1,0,NA
8115,"brand","second",2,1,"high",6,1.032586558,0,1,-1.328532236,-2.359972678,-0.855208333,1,1,0,NA,0,1
8115,"rep","third",3,0,"low",2,-2.046843177,1,1,-1.328532236,-2.359972678,-0.855208333,1,1,0,1,NA,1
8116,"pop","first",1,0,"low",6,1.474541752,1,0,0.671467764,-0.026639344,-2.105208333,0,0,1,0,1,NA
8116,"brand","second",2,0,"low",5,0.032586558,0,1,0.671467764,-0.026639344,-2.105208333,0,0,1,NA,1,0
8116,"rep","third",3,1,"high",7,2.953156823,1,1,0.671467764,-0.026639344,-2.105208333,0,0,1,0,NA,0
8117,"pop","first",1,0,"low",2,-2.525458248,1,0,-0.661865569,-0.359972678,-3.105208333,1,0,1,1,1,NA
8117,"brand","second",2,1,"high",6,1.032586558,1,1,-0.661865569,-0.359972678,-3.105208333,1,0,1,NA,1,0
8117,"rep","third",3,1,"high",3,-1.046843177,0,1,-0.661865569,-0.359972678,-3.105208333,1,0,1,1,NA,0
8118,"rep","first",1,0,"low",3,-1.046843177,1,0,-0.328532236,-1.359972678,-0.355208333,1,0,0,1,NA,0
8118,"pop","second",2,0,"low",2,-2.525458248,1,1,-0.328532236,-1.359972678,-0.355208333,1,0,0,1,0,NA
8118,"brand","third",3,1,"high",5,0.032586558,1,1,-0.328532236,-1.359972678,-0.355208333,1,0,0,NA,0,0
8119,"rep","first",1,1,"high",5,0.953156823,1,0,-0.995198903,0.306693989,2.269791667,0,0,1,0,NA,0
8119,"pop","second",2,0,"low",5,0.474541752,0,1,-0.995198903,0.306693989,2.269791667,0,0,1,0,1,NA
8119,"brand","third",3,0,"low",5,0.032586558,0,1,-0.995198903,0.306693989,2.269791667,0,0,1,NA,1,0
8120,"pop","first",1,0,"low",6,1.474541752,0,0,0.671467764,-0.026639344,1.269791667,1,0,1,1,1,NA
8120,"brand","second",2,1,"high",5,0.032586558,0,1,0.671467764,-0.026639344,1.269791667,1,0,1,NA,1,0
8120,"rep","third",3,1,"high",7,2.953156823,1,1,0.671467764,-0.026639344,1.269791667,1,0,1,1,NA,0
8121,"rep","first",1,0,"low",2,-2.046843177,1,0,-1.328532236,1.306693989,1.394791667,0,0,0,0,NA,0
8121,"brand","second",2,0,"low",5,0.032586558,0,1,-1.328532236,1.306693989,1.394791667,0,0,0,NA,0,0
8121,"pop","third",3,0,"low",3,-1.525458248,1,1,-1.328532236,1.306693989,1.394791667,0,0,0,0,0,NA
8123,"brand","first",1,0,"low",4,-0.967413442,1,0,-0.328532236,-0.026639344,-1.480208333,0,1,0,NA,0,1
8123,"pop","second",2,1,"high",4,-0.525458248,0,1,-0.328532236,-0.026639344,-1.480208333,0,1,0,0,0,NA
8123,"rep","third",3,0,"low",2,-2.046843177,1,1,-0.328532236,-0.026639344,-1.480208333,0,1,0,0,NA,1
8124,"rep","first",1,0,"low",1,-3.046843177,1,0,-0.661865569,-0.026639344,-0.355208333,0,1,0,0,NA,1
8124,"pop","second",2,1,"high",6,1.474541752,1,1,-0.661865569,-0.026639344,-0.355208333,0,1,0,0,0,NA
8124,"brand","third",3,0,"low",4,-0.967413442,0,1,-0.661865569,-0.026639344,-0.355208333,0,1,0,NA,0,1
8125,"pop","first",1,1,"high",7,2.474541752,0,0,0.004801097,-1.693306011,0.394791667,0,1,0,0,0,NA
8125,"brand","second",2,0,"low",7,2.032586558,1,1,0.004801097,-1.693306011,0.394791667,0,1,0,NA,0,1
8125,"rep","third",3,0,"low",1,-3.046843177,1,1,0.004801097,-1.693306011,0.394791667,0,1,0,0,NA,1
8126,"brand","first",1,1,"high",6,1.032586558,1,0,1.671467764,-0.359972678,-2.480208333,1,1,0,NA,0,1
8126,"rep","second",2,0,"low",3,-1.046843177,1,1,1.671467764,-0.359972678,-2.480208333,1,1,0,1,NA,1
8126,"pop","third",3,1,"high",6,1.474541752,1,1,1.671467764,-0.359972678,-2.480208333,1,1,0,1,0,NA
8127,"rep","first",1,1,"high",6,1.953156823,1,0,-1.328532236,0.306693989,0.144791667,0,0,1,0,NA,0
8127,"brand","second",2,0,"low",5,0.032586558,1,1,-1.328532236,0.306693989,0.144791667,0,0,1,NA,1,0
8127,"pop","third",3,0,"low",5,0.474541752,1,1,-1.328532236,0.306693989,0.144791667,0,0,1,0,1,NA
8128,"brand","first",1,0,"low",3,-1.967413442,0,0,1.338134431,-1.026639344,1.769791667,0,1,0,NA,0,1
8128,"pop","second",2,1,"high",3,-1.525458248,1,1,1.338134431,-1.026639344,1.769791667,0,1,0,0,0,NA
8128,"rep","third",3,0,"low",5,0.953156823,1,1,1.338134431,-1.026639344,1.769791667,0,1,0,0,NA,1
8129,"rep","first",1,0,"low",3,-1.046843177,1,0,1.338134431,0.973360656,-0.480208333,1,0,0,1,NA,0
8129,"brand","second",2,1,"high",7,2.032586558,1,1,1.338134431,0.973360656,-0.480208333,1,0,0,NA,0,0
8129,"pop","third",3,0,"low",2,-2.525458248,1,1,1.338134431,0.973360656,-0.480208333,1,0,0,1,0,NA
8130,"pop","first",1,1,"high",5,0.474541752,1,0,0.338134431,1.306693989,0.644791667,0,1,1,0,1,NA
8130,"brand","second",2,0,"low",3,-1.967413442,1,1,0.338134431,1.306693989,0.644791667,0,1,1,NA,1,1
8130,"rep","third",3,1,"high",3,-1.046843177,1,1,0.338134431,1.306693989,0.644791667,0,1,1,0,NA,1
8131,"rep","first",1,1,"high",4,-0.046843177,1,0,0.671467764,0.306693989,-1.105208333,0,1,1,0,NA,1
8131,"pop","second",2,1,"high",3,-1.525458248,1,1,0.671467764,0.306693989,-1.105208333,0,1,1,0,1,NA
8131,"brand","third",3,0,"low",3,-1.967413442,1,1,0.671467764,0.306693989,-1.105208333,0,1,1,NA,1,1
8132,"rep","first",1,0,"low",5,0.953156823,0,0,0.338134431,-0.359972678,-1.230208333,0,0,0,0,NA,0
8132,"brand","second",2,0,"low",5,0.032586558,1,1,0.338134431,-0.359972678,-1.230208333,0,0,0,NA,0,0
8132,"pop","third",3,0,"low",5,0.474541752,0,1,0.338134431,-0.359972678,-1.230208333,0,0,0,0,0,NA
8133,"pop","first",1,1,"high",3,-1.525458248,0,0,-0.661865569,0.973360656,0.644791667,0,1,0,0,0,NA
8133,"rep","second",2,0,"low",5,0.953156823,0,1,-0.661865569,0.973360656,0.644791667,0,1,0,0,NA,1
8133,"brand","third",3,0,"low",6,1.032586558,1,1,-0.661865569,0.973360656,0.644791667,0,1,0,NA,0,1
8134,"brand","first",1,0,"low",5,0.032586558,1,0,0.004801097,-2.693306011,-0.730208333,0,1,1,NA,1,1
8134,"rep","second",2,1,"high",7,2.953156823,1,1,0.004801097,-2.693306011,-0.730208333,0,1,1,0,NA,1
8134,"pop","third",3,1,"high",6,1.474541752,0,1,0.004801097,-2.693306011,-0.730208333,0,1,1,0,1,NA
8136,"rep","first",1,0,"low",1,-3.046843177,1,0,0.004801097,-0.693306011,0.394791667,1,0,0,1,NA,0
8136,"brand","second",2,1,"high",4,-0.967413442,1,1,0.004801097,-0.693306011,0.394791667,1,0,0,NA,0,0
8136,"pop","third",3,0,"low",2,-2.525458248,0,1,0.004801097,-0.693306011,0.394791667,1,0,0,1,0,NA
8137,"rep","first",1,0,"low",3,-1.046843177,1,0,0.004801097,1.306693989,-1.730208333,1,0,0,1,NA,0
8137,"pop","second",2,0,"low",4,-0.525458248,1,1,0.004801097,1.306693989,-1.730208333,1,0,0,1,0,NA
8137,"brand","third",3,1,"high",5,0.032586558,1,1,0.004801097,1.306693989,-1.730208333,1,0,0,NA,0,0
8138,"brand","first",1,1,"high",6,1.032586558,1,0,-0.328532236,-0.026639344,0.769791667,1,0,1,NA,1,0
8138,"pop","second",2,0,"low",4,-0.525458248,1,1,-0.328532236,-0.026639344,0.769791667,1,0,1,1,1,NA
8138,"rep","third",3,1,"high",6,1.953156823,1,1,-0.328532236,-0.026639344,0.769791667,1,0,1,1,NA,0
8139,"brand","first",1,0,"low",3,-1.967413442,0,0,-1.661865569,-0.693306011,-0.105208333,0,1,1,NA,1,1
8139,"rep","second",2,1,"high",2,-2.046843177,1,1,-1.661865569,-0.693306011,-0.105208333,0,1,1,0,NA,1
8139,"pop","third",3,1,"high",3,-1.525458248,1,1,-1.661865569,-0.693306011,-0.105208333,0,1,1,0,1,NA
8140,"rep","first",1,0,"low",2,-2.046843177,1,0,0.338134431,-1.026639344,-0.480208333,0,0,0,0,NA,0
8140,"pop","second",2,0,"low",5,0.474541752,1,1,0.338134431,-1.026639344,-0.480208333,0,0,0,0,0,NA
8140,"brand","third",3,0,"low",6,1.032586558,0,1,0.338134431,-1.026639344,-0.480208333,0,0,0,NA,0,0
8141,"pop","first",1,1,"high",4,-0.525458248,0,0,-0.995198903,0.640027322,0.519791667,1,1,0,1,0,NA
8141,"brand","second",2,1,"high",6,1.032586558,1,1,-0.995198903,0.640027322,0.519791667,1,1,0,NA,0,1
8141,"rep","third",3,0,"low",3,-1.046843177,0,1,-0.995198903,0.640027322,0.519791667,1,1,0,1,NA,1
8142,"pop","first",1,0,"low",5,0.474541752,0,0,-2.995198903,-1.693306011,-1.730208333,0,0,0,0,0,NA
8142,"brand","second",2,0,"low",5,0.032586558,0,1,-2.995198903,-1.693306011,-1.730208333,0,0,0,NA,0,0
8142,"rep","third",3,0,"low",5,0.953156823,0,1,-2.995198903,-1.693306011,-1.730208333,0,0,0,0,NA,0
8143,"brand","first",1,1,"high",5,0.032586558,1,0,-1.328532236,-1.026639344,-0.355208333,1,0,0,NA,0,0
8143,"rep","second",2,0,"low",2,-2.046843177,1,1,-1.328532236,-1.026639344,-0.355208333,1,0,0,1,NA,0
8143,"pop","third",3,0,"low",4,-0.525458248,0,1,-1.328532236,-1.026639344,-0.355208333,1,0,0,1,0,NA
8145,"rep","first",1,1,"high",5,0.953156823,1,0,1.004801097,-0.026639344,0.644791667,1,1,1,1,NA,1
8145,"brand","second",2,1,"high",6,1.032586558,1,1,1.004801097,-0.026639344,0.644791667,1,1,1,NA,1,1
8145,"pop","third",3,1,"high",5,0.474541752,1,1,1.004801097,-0.026639344,0.644791667,1,1,1,1,1,NA
8146,"pop","first",1,1,"high",5,0.474541752,1,0,0.338134431,-0.026639344,0.894791667,0,1,0,0,0,NA
8146,"rep","second",2,0,"low",5,0.953156823,1,1,0.338134431,-0.026639344,0.894791667,0,1,0,0,NA,1
8146,"brand","third",3,0,"low",5,0.032586558,1,1,0.338134431,-0.026639344,0.894791667,0,1,0,NA,0,1
8147,"brand","first",1,0,"low",5,0.032586558,0,0,1.671467764,0.640027322,-2.230208333,0,0,1,NA,1,0
8147,"rep","second",2,1,"high",3,-1.046843177,1,1,1.671467764,0.640027322,-2.230208333,0,0,1,0,NA,0
8147,"pop","third",3,0,"low",1,-3.525458248,1,1,1.671467764,0.640027322,-2.230208333,0,0,1,0,1,NA
8148,"brand","first",1,0,"low",5,0.032586558,1,0,-0.995198903,-0.359972678,-0.730208333,0,0,0,NA,0,0
8148,"pop","second",2,0,"low",3,-1.525458248,0,1,-0.995198903,-0.359972678,-0.730208333,0,0,0,0,0,NA
8148,"rep","third",3,0,"low",4,-0.046843177,0,1,-0.995198903,-0.359972678,-0.730208333,0,0,0,0,NA,0
8149,"rep","first",1,1,"high",2,-2.046843177,1,0,-5.328532236,0.640027322,-2.730208333,1,0,1,1,NA,0
8149,"pop","second",2,0,"low",4,-0.525458248,0,1,-5.328532236,0.640027322,-2.730208333,1,0,1,1,1,NA
8149,"brand","third",3,1,"high",4,-0.967413442,0,1,-5.328532236,0.640027322,-2.730208333,1,0,1,NA,1,0
8150,"pop","first",1,1,"high",5,0.474541752,0,0,1.004801097,-0.359972678,1.394791667,0,1,1,0,1,NA
8150,"rep","second",2,1,"high",5,0.953156823,1,1,1.004801097,-0.359972678,1.394791667,0,1,1,0,NA,1
8150,"brand","third",3,0,"low",3,-1.967413442,0,1,1.004801097,-0.359972678,1.394791667,0,1,1,NA,1,1
8151,"pop","first",1,1,"high",4,-0.525458248,1,0,-5.328532236,1.973360656,-3.480208333,0,1,0,0,0,NA
8151,"brand","second",2,0,"low",4,-0.967413442,1,1,-5.328532236,1.973360656,-3.480208333,0,1,0,NA,0,1
8151,"rep","third",3,0,"low",4,-0.046843177,1,1,-5.328532236,1.973360656,-3.480208333,0,1,0,0,NA,1
8152,"rep","first",1,0,"low",2,-2.046843177,1,0,-0.328532236,-0.359972678,-0.355208333,1,0,0,1,NA,0
8152,"pop","second",2,0,"low",2,-2.525458248,1,1,-0.328532236,-0.359972678,-0.355208333,1,0,0,1,0,NA
8152,"brand","third",3,1,"high",1,-3.967413442,1,1,-0.328532236,-0.359972678,-0.355208333,1,0,0,NA,0,0
8153,"brand","first",1,1,"high",4,-0.967413442,0,0,0.004801097,-3.693306011,1.519791667,1,0,0,NA,0,0
8153,"pop","second",2,0,"low",4,-0.525458248,0,1,0.004801097,-3.693306011,1.519791667,1,0,0,1,0,NA
8153,"rep","third",3,0,"low",2,-2.046843177,1,1,0.004801097,-3.693306011,1.519791667,1,0,0,1,NA,0
8156,"pop","first",1,0,"low",5,0.474541752,1,0,-1.328532236,-2.026639344,-2.855208333,0,0,0,0,0,NA
8156,"brand","second",2,0,"low",5,0.032586558,0,1,-1.328532236,-2.026639344,-2.855208333,0,0,0,NA,0,0
8156,"rep","third",3,0,"low",2,-2.046843177,1,1,-1.328532236,-2.026639344,-2.855208333,0,0,0,0,NA,0
8158,"rep","first",1,0,"low",5,0.953156823,1,0,-1.328532236,-1.026639344,0.019791667,0,1,0,0,NA,1
8158,"brand","second",2,0,"low",7,2.032586558,0,1,-1.328532236,-1.026639344,0.019791667,0,1,0,NA,0,1
8158,"pop","third",3,1,"high",4,-0.525458248,1,1,-1.328532236,-1.026639344,0.019791667,0,1,0,0,0,NA
8159,"brand","first",1,0,"low",5,0.032586558,0,0,0.671467764,1.640027322,0.019791667,0,0,1,NA,1,0
8159,"rep","second",2,1,"high",4,-0.046843177,1,1,0.671467764,1.640027322,0.019791667,0,0,1,0,NA,0
8159,"pop","third",3,0,"low",3,-1.525458248,0,1,0.671467764,1.640027322,0.019791667,0,0,1,0,1,NA
8160,"pop","first",1,0,"low",6,1.474541752,0,0,0.004801097,-1.693306011,-0.355208333,0,0,0,0,0,NA
8160,"rep","second",2,0,"low",7,2.953156823,1,1,0.004801097,-1.693306011,-0.355208333,0,0,0,0,NA,0
8160,"brand","third",3,0,"low",4,-0.967413442,1,1,0.004801097,-1.693306011,-0.355208333,0,0,0,NA,0,0
8161,"brand","first",1,1,"high",5,0.032586558,0,0,-1.328532236,-0.026639344,0.269791667,1,0,0,NA,0,0
8161,"pop","second",2,0,"low",3,-1.525458248,1,1,-1.328532236,-0.026639344,0.269791667,1,0,0,1,0,NA
8161,"rep","third",3,0,"low",2,-2.046843177,1,1,-1.328532236,-0.026639344,0.269791667,1,0,0,1,NA,0
8162,"pop","first",1,1,"high",7,2.474541752,1,0,0.671467764,-0.359972678,1.394791667,0,1,0,0,0,NA
8162,"brand","second",2,0,"low",7,2.032586558,1,1,0.671467764,-0.359972678,1.394791667,0,1,0,NA,0,1
8162,"rep","third",3,0,"low",7,2.953156823,1,1,0.671467764,-0.359972678,1.394791667,0,1,0,0,NA,1
8165,"pop","first",1,0,"low",3,-1.525458248,0,0,-0.661865569,0.973360656,-1.230208333,0,0,1,0,1,NA
8165,"rep","second",2,1,"high",3,-1.046843177,0,1,-0.661865569,0.973360656,-1.230208333,0,0,1,0,NA,0
8165,"brand","third",3,0,"low",3,-1.967413442,0,1,-0.661865569,0.973360656,-1.230208333,0,0,1,NA,1,0
8166,"brand","first",1,0,"low",2,-2.967413442,1,0,1.004801097,1.640027322,0.394791667,0,1,0,NA,0,1
8166,"rep","second",2,0,"low",4,-0.046843177,1,1,1.004801097,1.640027322,0.394791667,0,1,0,0,NA,1
8166,"pop","third",3,1,"high",4,-0.525458248,1,1,1.004801097,1.640027322,0.394791667,0,1,0,0,0,NA
8167,"rep","first",1,1,"high",5,0.953156823,1,0,0.671467764,-0.693306011,1.144791667,1,0,1,1,NA,0
8167,"pop","second",2,0,"low",2,-2.525458248,1,1,0.671467764,-0.693306011,1.144791667,1,0,1,1,1,NA
8167,"brand","third",3,1,"high",5,0.032586558,0,1,0.671467764,-0.693306011,1.144791667,1,0,1,NA,1,0
8168,"rep","first",1,0,"low",4,-0.046843177,1,0,0.004801097,-1.693306011,-0.730208333,1,1,0,1,NA,1
8168,"pop","second",2,1,"high",3,-1.525458248,0,1,0.004801097,-1.693306011,-0.730208333,1,1,0,1,0,NA
8168,"brand","third",3,1,"high",3,-1.967413442,0,1,0.004801097,-1.693306011,-0.730208333,1,1,0,NA,0,1
8169,"pop","first",1,1,"high",6,1.474541752,0,0,-1.328532236,-1.693306011,1.019791667,1,1,0,1,0,NA
8169,"rep","second",2,0,"low",6,1.953156823,1,1,-1.328532236,-1.693306011,1.019791667,1,1,0,1,NA,1
8169,"brand","third",3,1,"high",6,1.032586558,1,1,-1.328532236,-1.693306011,1.019791667,1,1,0,NA,0,1
8170,"brand","first",1,1,"high",6,1.032586558,0,0,1.004801097,0.306693989,1.019791667,1,0,0,NA,0,0
8170,"pop","second",2,0,"low",3,-1.525458248,1,1,1.004801097,0.306693989,1.019791667,1,0,0,1,0,NA
8170,"rep","third",3,0,"low",3,-1.046843177,1,1,1.004801097,0.306693989,1.019791667,1,0,0,1,NA,0
8172,"rep","first",1,1,"high",3,-1.046843177,1,0,1.671467764,0.973360656,1.269791667,0,1,1,0,NA,1
8172,"brand","second",2,0,"low",2,-2.967413442,1,1,1.671467764,0.973360656,1.269791667,0,1,1,NA,1,1
8172,"pop","third",3,1,"high",3,-1.525458248,0,1,1.671467764,0.973360656,1.269791667,0,1,1,0,1,NA
8173,"rep","first",1,1,"high",2,-2.046843177,1,0,-1.995198903,1.306693989,-0.355208333,0,0,1,0,NA,0
8173,"pop","second",2,0,"low",2,-2.525458248,1,1,-1.995198903,1.306693989,-0.355208333,0,0,1,0,1,NA
8173,"brand","third",3,0,"low",4,-0.967413442,1,1,-1.995198903,1.306693989,-0.355208333,0,0,1,NA,1,0
8174,"rep","first",1,1,"high",1,-3.046843177,0,0,-0.995198903,-0.026639344,0.144791667,0,1,1,0,NA,1
8174,"brand","second",2,0,"low",1,-3.967413442,1,1,-0.995198903,-0.026639344,0.144791667,0,1,1,NA,1,1
8174,"pop","third",3,1,"high",1,-3.525458248,0,1,-0.995198903,-0.026639344,0.144791667,0,1,1,0,1,NA
8176,"brand","first",1,0,"low",5,0.032586558,1,0,-0.328532236,-0.693306011,1.269791667,0,1,1,NA,1,1
8176,"pop","second",2,1,"high",3,-1.525458248,0,1,-0.328532236,-0.693306011,1.269791667,0,1,1,0,1,NA
8176,"rep","third",3,1,"high",5,0.953156823,0,1,-0.328532236,-0.693306011,1.269791667,0,1,1,0,NA,1
8177,"pop","first",1,0,"low",6,1.474541752,1,0,1.671467764,-1.693306011,1.519791667,0,0,0,0,0,NA
8177,"rep","second",2,0,"low",5,0.953156823,1,1,1.671467764,-1.693306011,1.519791667,0,0,0,0,NA,0
8177,"brand","third",3,0,"low",7,2.032586558,1,1,1.671467764,-1.693306011,1.519791667,0,0,0,NA,0,0
8178,"pop","first",1,1,"high",6,1.474541752,1,0,-0.661865569,-2.026639344,-1.855208333,1,1,0,1,0,NA
8178,"brand","second",2,1,"high",7,2.032586558,1,1,-0.661865569,-2.026639344,-1.855208333,1,1,0,NA,0,1
8178,"rep","third",3,0,"low",3,-1.046843177,1,1,-0.661865569,-2.026639344,-1.855208333,1,1,0,1,NA,1
8179,"brand","first",1,1,"high",6,1.032586558,1,0,0.338134431,-0.359972678,-1.855208333,1,0,1,NA,1,0
8179,"rep","second",2,1,"high",5,0.953156823,1,1,0.338134431,-0.359972678,-1.855208333,1,0,1,1,NA,0
8179,"pop","third",3,0,"low",3,-1.525458248,0,1,0.338134431,-0.359972678,-1.855208333,1,0,1,1,1,NA
8180,"rep","first",1,1,"high",4,-0.046843177,1,0,0.338134431,0.973360656,1.394791667,1,1,1,1,NA,1
8180,"brand","second",2,1,"high",5,0.032586558,1,1,0.338134431,0.973360656,1.394791667,1,1,1,NA,1,1
8180,"pop","third",3,1,"high",6,1.474541752,1,1,0.338134431,0.973360656,1.394791667,1,1,1,1,1,NA
8182,"pop","first",1,1,"high",5,0.474541752,0,0,1.004801097,0.973360656,-0.105208333,1,1,0,1,0,NA
8182,"brand","second",2,1,"high",6,1.032586558,1,1,1.004801097,0.973360656,-0.105208333,1,1,0,NA,0,1
8182,"rep","third",3,0,"low",4,-0.046843177,0,1,1.004801097,0.973360656,-0.105208333,1,1,0,1,NA,1
8183,"pop","first",1,1,"high",6,1.474541752,0,0,0.004801097,-2.026639344,0.769791667,1,1,0,1,0,NA
8183,"brand","second",2,1,"high",7,2.032586558,1,1,0.004801097,-2.026639344,0.769791667,1,1,0,NA,0,1
8183,"rep","third",3,0,"low",5,0.953156823,1,1,0.004801097,-2.026639344,0.769791667,1,1,0,1,NA,1
8185,"rep","first",1,1,"high",3,-1.046843177,1,0,1.004801097,1.640027322,0.144791667,1,0,1,1,NA,0
8185,"brand","second",2,1,"high",5,0.032586558,1,1,1.004801097,1.640027322,0.144791667,1,0,1,NA,1,0
8185,"pop","third",3,0,"low",1,-3.525458248,0,1,1.004801097,1.640027322,0.144791667,1,0,1,1,1,NA
8186,"rep","first",1,0,"low",1,-3.046843177,1,0,0.338134431,-1.359972678,-0.355208333,0,1,0,0,NA,1
8186,"pop","second",2,1,"high",2,-2.525458248,1,1,0.338134431,-1.359972678,-0.355208333,0,1,0,0,0,NA
8186,"brand","third",3,0,"low",5,0.032586558,1,1,0.338134431,-1.359972678,-0.355208333,0,1,0,NA,0,1
8187,"brand","first",1,1,"high",4,-0.967413442,1,0,-1.661865569,0.306693989,-0.730208333,1,1,0,NA,0,1
8187,"pop","second",2,1,"high",2,-2.525458248,0,1,-1.661865569,0.306693989,-0.730208333,1,1,0,1,0,NA
8187,"rep","third",3,0,"low",2,-2.046843177,1,1,-1.661865569,0.306693989,-0.730208333,1,1,0,1,NA,1
8188,"pop","first",1,0,"low",7,2.474541752,0,0,0.671467764,-0.693306011,1.894791667,1,0,0,1,0,NA
8188,"brand","second",2,1,"high",7,2.032586558,1,1,0.671467764,-0.693306011,1.894791667,1,0,0,NA,0,0
8188,"rep","third",3,0,"low",4,-0.046843177,1,1,0.671467764,-0.693306011,1.894791667,1,0,0,1,NA,0
8189,"pop","first",1,0,"low",5,0.474541752,1,0,0.338134431,1.306693989,-0.105208333,1,0,1,1,1,NA
8189,"brand","second",2,1,"high",6,1.032586558,1,1,0.338134431,1.306693989,-0.105208333,1,0,1,NA,1,0
8189,"rep","third",3,1,"high",2,-2.046843177,1,1,0.338134431,1.306693989,-0.105208333,1,0,1,1,NA,0
8190,"brand","first",1,0,"low",7,2.032586558,0,0,0.671467764,-2.693306011,0.519791667,0,0,0,NA,0,0
8190,"rep","second",2,0,"low",5,0.953156823,1,1,0.671467764,-2.693306011,0.519791667,0,0,0,0,NA,0
8190,"pop","third",3,0,"low",4,-0.525458248,1,1,0.671467764,-2.693306011,0.519791667,0,0,0,0,0,NA
8191,"brand","first",1,0,"low",5,0.032586558,1,0,1.338134431,1.640027322,2.019791667,0,0,0,NA,0,0
8191,"rep","second",2,0,"low",2,-2.046843177,1,1,1.338134431,1.640027322,2.019791667,0,0,0,0,NA,0
8191,"pop","third",3,0,"low",4,-0.525458248,0,1,1.338134431,1.640027322,2.019791667,0,0,0,0,0,NA
8194,"rep","first",1,0,"low",3,-1.046843177,1,0,0.671467764,1.973360656,1.894791667,0,0,0,0,NA,0
8194,"pop","second",2,0,"low",4,-0.525458248,1,1,0.671467764,1.973360656,1.894791667,0,0,0,0,0,NA
8194,"brand","third",3,0,"low",5,0.032586558,0,1,0.671467764,1.973360656,1.894791667,0,0,0,NA,0,0
8195,"rep","first",1,0,"low",6,1.953156823,0,0,-0.661865569,1.306693989,1.019791667,1,0,0,1,NA,0
8195,"pop","second",2,0,"low",5,0.474541752,1,1,-0.661865569,1.306693989,1.019791667,1,0,0,1,0,NA
8195,"brand","third",3,1,"high",7,2.032586558,1,1,-0.661865569,1.306693989,1.019791667,1,0,0,NA,0,0
8196,"rep","first",1,1,"high",4,-0.046843177,1,0,-0.661865569,-1.359972678,-0.230208333,1,1,1,1,NA,1
8196,"pop","second",2,1,"high",2,-2.525458248,1,1,-0.661865569,-1.359972678,-0.230208333,1,1,1,1,1,NA
8196,"brand","third",3,1,"high",5,0.032586558,1,1,-0.661865569,-1.359972678,-0.230208333,1,1,1,NA,1,1
8198,"pop","first",1,0,"low",6,1.474541752,1,0,0.338134431,0.306693989,0.144791667,0,0,0,0,0,NA
8198,"brand","second",2,0,"low",6,1.032586558,1,1,0.338134431,0.306693989,0.144791667,0,0,0,NA,0,0
8198,"rep","third",3,0,"low",4,-0.046843177,1,1,0.338134431,0.306693989,0.144791667,0,0,0,0,NA,0
8199,"brand","first",1,0,"low",4,-0.967413442,1,0,-0.328532236,2.306693989,-1.730208333,0,1,0,NA,0,1
8199,"pop","second",2,1,"high",2,-2.525458248,0,1,-0.328532236,2.306693989,-1.730208333,0,1,0,0,0,NA
8199,"rep","third",3,0,"low",2,-2.046843177,1,1,-0.328532236,2.306693989,-1.730208333,0,1,0,0,NA,1
8200,"pop","first",1,1,"high",5,0.474541752,0,0,0.338134431,2.306693989,-4.480208333,1,1,0,1,0,NA
8200,"rep","second",2,0,"low",4,-0.046843177,0,1,0.338134431,2.306693989,-4.480208333,1,1,0,1,NA,1
8200,"brand","third",3,1,"high",4,-0.967413442,0,1,0.338134431,2.306693989,-4.480208333,1,1,0,NA,0,1
8201,"brand","first",1,1,"high",7,2.032586558,1,0,-1.328532236,0.973360656,0.519791667,1,0,0,NA,0,0
8201,"pop","second",2,0,"low",4,-0.525458248,1,1,-1.328532236,0.973360656,0.519791667,1,0,0,1,0,NA
8201,"rep","third",3,0,"low",2,-2.046843177,1,1,-1.328532236,0.973360656,0.519791667,1,0,0,1,NA,0
8202,"brand","first",1,0,"low",5,0.032586558,0,0,-1.328532236,-0.026639344,-0.355208333,0,1,1,NA,1,1
8202,"rep","second",2,1,"high",5,0.953156823,1,1,-1.328532236,-0.026639344,-0.355208333,0,1,1,0,NA,1
8202,"pop","third",3,1,"high",5,0.474541752,1,1,-1.328532236,-0.026639344,-0.355208333,0,1,1,0,1,NA
