"subject","focal","position","pos_num","x","x_lab","y","y_mc","manip_ok","comp","inv_app","inv_dl","inv_cat","x_brand","x_pop","x_rep","x_other_brand","x_other_rep","x_other_pop"
8026,"rep","second",2,1,"high",3,-1.046843177,1,1,1.338134431,-2.693306011,-1.355208333,1,0,1,1,NA,0
8026,"pop","third",3,0,"low",1,-3.525458248,1,1,1.338134431,-2.693306011,-1.355208333,1,0,1,1,1,NA
8027,"rep","first",1,1,"high",6,1.953156823,1,0,1.004801097,-1.359972678,-0.355208333,0,0,1,0,NA,0
8027,"brand","second",2,0,"low",2,-2.967413442,1,1,1.004801097,-1.359972678,-0.355208333,0,0,1,NA,1,0
8027,"pop","third",3,0,"low",2,-2.525458248,1,1,1.004801097,-1.359972678,-0.355208333,0,0,1,0,1,NA
8028,"brand","first",1,1,"high",6,1.032586558,1,0,0.671467764,-1.026639344,-0.605208333,1,1,1,NA,1,1
8028,"rep","second",2,1,"high",3,-1.046843177,1,1,0.671467764,-1.026639344,-0.605208333,1,1,1,1,NA,1
8028,"pop","third",3,1,"high",7,2.474541752,1,1,0.671467764,-1.026639344,-0.605208333,1,1,1,1,1,NA
8029,"pop","first",1,0,"low",4,-0.525458248,0,0,-0.328532236,1.306693989,-0.480208333,1,0,1,1,1,NA
8029,"rep","second",2,1,"high",4,-0.046843177,0,1,-0.328532236,1.306693989,-0.480208333,1,0,1,1,NA,0
8029,"brand","third",3,1,"high",4,-0.967413442,0,1,-0.328532236,1.306693989,-0.480208333,1,0,1,NA,1,0
8030,"pop","first",1,1,"high",5,0.474541752,1,0,0.338134431,0.640027322,0.019791667,1,1,1,1,1,NA
8030,"rep","second",2,1,"high",7,2.953156823,1,1,0.338134431,0.640027322,0.019791667,1,1,1,1,NA,1
8030,"brand","third",3,1,"high",6,1.032586558,0,1,0.338134431,0.640027322,0.019791667,1,1,1,NA,1,1
8031,"brand","first",1,0,"low",5,0.032586558,0,0,-0.661865569,-0.359972678,0.394791667,0,0,1,NA,1,0
8031,"pop","second",2,0,"low",7,2.474541752,1,1,-0.661865569,-0.359972678,0.394791667,0,0,1,0,1,NA
8031,"rep","third",3,1,"high",4,-0.046843177,1,1,-0.661865569,-0.359972678,0.394791667,0,0,1,0,NA,0
8032,"pop","first",1,1,"high",5,0.474541752,1,0,-0.661865569,1.306693989,-0.480208333,1,1,0,1,0,NA
8032,"brand","second",2,1,"high",7,2.032586558,1,1,-0.661865569,1.306693989,-0.480208333,1,1,0,NA,0,1
8032,"rep","third",3,0,"low",3,-1.046843177,1,1,-0.661865569,1.306693989,-0.480208333,1,1,0,1,NA,1
8033,"pop","first",1,1,"high",6,1.474541752,0,0,0.671467764,-0.693306011,-1.355208333,0,1,1,0,1,NA
8033,"brand","second",2,0,"low",6,1.032586558,0,1,0.671467764,-0.693306011,-1.355208333,0,1,1,NA,1,1
8033,"rep","third",3,1,"high",7,2.953156823,1,1,0.671467764,-0.693306011,-1.355208333,0,1,1,0,NA,1
8034,"pop","first",1,0,"low",3,-1.525458248,1,0,1.004801097,0.306693989,-1.855208333,1,0,1,1,1,NA
8034,"brand","second",2,1,"high",6,1.032586558,1,1,1.004801097,0.306693989,-1.855208333,1,0,1,NA,1,0
8034,"rep","third",3,1,"high",3,-1.046843177,1,1,1.004801097,0.306693989,-1.855208333,1,0,1,1,NA,0
8036,"brand","first",1,1,"high",6,1.032586558,1,0,0.671467764,-0.359972678,0.144791667,1,1,1,NA,1,1
8036,"pop","second",2,1,"high",6,1.474541752,1,1,0.671467764,-0.359972678,0.144791667,1,1,1,1,1,NA
8036,"rep","third",3,1,"high",6,1.953156823,1,1,0.671467764,-0.359972678,0.144791667,1,1,1,1,NA,1
8037,"rep","first",1,1,"high",5,0.953156823,1,0,-0.995198903,-0.693306011,0.144791667,1,0,1,1,NA,0
8037,"brand","second",2,1,"high",6,1.032586558,1,1,-0.995198903,-0.693306011,0.144791667,1,0,1,NA,1,0
8037,"pop","third",3,0,"low",4,-0.525458248,1,1,-0.995198903,-0.693306011,0.144791667,1,0,1,1,1,NA
8038,"brand","first",1,1,"high",6,1.032586558,1,0,-1.661865569,2.306693989,0.019791667,1,0,0,NA,0,0
8038,"pop","second",2,0,"low",2,-2.525458248,0,1,-1.661865569,2.306693989,0.019791667,1,0,0,1,0,NA
8038,"rep","third",3,0,"low",5,0.953156823,0,1,-1.661865569,2.306693989,0.019791667,1,0,0,1,NA,0
8039,"pop","first",1,1,"high",1,-3.525458248,0,0,-0.995198903,2.306693989,-0.855208333,1,1,1,1,1,NA
8039,"rep","second",2,1,"high",2,-2.046843177,1,1,-0.995198903,2.306693989,-0.855208333,1,1,1,1,NA,1
8039,"brand","third",3,1,"high",2,-2.967413442,1,1,-0.995198903,2.306693989,-0.855208333,1,1,1,NA,1,1
8040,"brand","first",1,1,"high",6,1.032586558,1,0,-0.995198903,-1.693306011,0.269791667,1,0,1,NA,1,0
8040,"rep","second",2,1,"high",2,-2.046843177,0,1,-0.995198903,-1.693306011,0.269791667,1,0,1,1,NA,0
8040,"pop","third",3,0,"low",4,-0.525458248,0,1,-0.995198903,-1.693306011,0.269791667,1,0,1,1,1,NA
8041,"brand","first",1,0,"low",5,0.032586558,1,0,0.004801097,0.973360656,1.519791667,0,1,0,NA,0,1
8041,"rep","second",2,0,"low",5,0.953156823,1,1,0.004801097,0.973360656,1.519791667,0,1,0,0,NA,1
8041,"pop","third",3,1,"high",4,-0.525458248,1,1,0.004801097,0.973360656,1.519791667,0,1,0,0,0,NA
8042,"brand","first",1,1,"high",3,-1.967413442,1,0,-0.328532236,0.973360656,-1.605208333,1,1,0,NA,0,1
8042,"pop","second",2,1,"high",4,-0.525458248,1,1,-0.328532236,0.973360656,-1.605208333,1,1,0,1,0,NA
8042,"rep","third",3,0,"low",2,-2.046843177,0,1,-0.328532236,0.973360656,-1.605208333,1,1,0,1,NA,1
8043,"pop","first",1,0,"low",6,1.474541752,0,0,-0.661865569,-2.359972678,-0.355208333,1,0,1,1,1,NA
8043,"brand","second",2,1,"high",7,2.032586558,1,1,-0.661865569,-2.359972678,-0.355208333,1,0,1,NA,1,0
8043,"rep","third",3,1,"high",2,-2.046843177,0,1,-0.661865569,-2.359972678,-0.355208333,1,0,1,1,NA,0
8044,"pop","first",1,1,"high",6,1.474541752,1,0,0.004801097,-1.359972678,0.144791667,1,1,1,1,1,NA
8044,"brand","second",2,1,"high",6,1.032586558,0,1,0.004801097,-1.359972678,0.144791667,1,1,1,NA,1,1
8044,"rep","third",3,1,"high",7,2.953156823,1,1,0.004801097,-1.359972678,0.144791667,1,1,1,1,NA,1
8045,"pop","first",1,0,"low",4,-0.525458248,1,0,-0.328532236,0.973360656,-0.105208333,0,0,1,0,1,NA
8045,"rep","second",2,1,"high",5,0.953156823,1,1,-0.328532236,0.973360656,-0.105208333,0,0,1,0,NA,0
8045,"brand","third",3,0,"low",4,-0.967413442,0,1,-0.328532236,0.973360656,-0.105208333,0,0,1,NA,1,0
8046,"pop","first",1,1,"high",5,0.474541752,1,0,-0.661865569,0.973360656,-1.855208333,0,1,1,0,1,NA
8046,"rep","second",2,1,"high",6,1.953156823,1,1,-0.661865569,0.973360656,-1.855208333,0,1,1,0,NA,1
8046,"brand","third",3,0,"low",6,1.032586558,0,1,-0.661865569,0.973360656,-1.855208333,0,1,1,NA,1,1
8047,"pop","first",1,0,"low",1,-3.525458248,1,0,-1.328532236,1.973360656,-0.605208333,1,0,0,1,0,NA
8047,"brand","second",2,1,"high",5,0.032586558,1,1,-1.328532236,1.973360656,-0.605208333,1,0,0,NA,0,0
8047,"rep","third",3,0,"low",1,-3.046843177,1,1,-1.328532236,1.973360656,-0.605208333,1,0,0,1,NA,0
8049,"pop","first",1,0,"low",6,1.474541752,1,0,-0.995198903,0.640027322,-0.730208333,1,0,0,1,0,NA
8049,"brand","second",2,1,"high",7,2.032586558,1,1,-0.995198903,0.640027322,-0.730208333,1,0,0,NA,0,0
8049,"rep","third",3,0,"low",5,0.953156823,1,1,-0.995198903,0.640027322,-0.730208333,1,0,0,1,NA,0
8050,"rep","first",1,0,"low",4,-0.046843177,1,0,0.338134431,-0.359972678,-0.980208333,1,1,0,1,NA,1
8050,"brand","second",2,1,"high",4,-0.967413442,0,1,0.338134431,-0.359972678,-0.980208333,1,1,0,NA,0,1
8050,"pop","third",3,1,"high",4,-0.525458248,0,1,0.338134431,-0.359972678,-0.980208333,1,1,0,1,0,NA
8052,"pop","first",1,0,"low",3,-1.525458248,0,0,0.338134431,-1.693306011,-1.480208333,1,0,1,1,1,NA
8052,"rep","second",2,1,"high",4,-0.046843177,1,1,0.338134431,-1.693306011,-1.480208333,1,0,1,1,NA,0
8052,"brand","third",3,1,"high",6,1.032586558,1,1,0.338134431,-1.693306011,-1.480208333,1,0,1,NA,1,0
8054,"pop","first",1,0,"low",2,-2.525458248,1,0,-0.995198903,-1.026639344,-0.105208333,1,0,0,1,0,NA
8054,"rep","second",2,0,"low",1,-3.046843177,1,1,-0.995198903,-1.026639344,-0.105208333,1,0,0,1,NA,0
8054,"brand","third",3,1,"high",5,0.032586558,1,1,-0.995198903,-1.026639344,-0.105208333,1,0,0,NA,0,0
8055,"pop","first",1,0,"low",5,0.474541752,0,0,0.004801097,0.306693989,0.144791667,0,0,1,0,1,NA
8055,"brand","second",2,0,"low",6,1.032586558,1,1,0.004801097,0.306693989,0.144791667,0,0,1,NA,1,0
8055,"rep","third",3,1,"high",7,2.953156823,1,1,0.004801097,0.306693989,0.144791667,0,0,1,0,NA,0
8056,"pop","first",1,1,"high",6,1.474541752,1,0,0.004801097,1.640027322,1.269791667,0,1,0,0,0,NA
8056,"brand","second",2,0,"low",6,1.032586558,0,1,0.004801097,1.640027322,1.269791667,0,1,0,NA,0,1
8056,"rep","third",3,0,"low",6,1.953156823,1,1,0.004801097,1.640027322,1.269791667,0,1,0,0,NA,1
8057,"brand","first",1,0,"low",2,-2.967413442,0,0,-0.661865569,1.640027322,-1.355208333,0,0,1,NA,1,0
8057,"rep","second",2,1,"high",2,-2.046843177,1,1,-0.661865569,1.640027322,-1.355208333,0,0,1,0,NA,0
8057,"pop","third",3,0,"low",2,-2.525458248,1,1,-0.661865569,1.640027322,-1.355208333,0,0,1,0,1,NA
8058,"rep","first",1,1,"high",6,1.953156823,0,0,0.671467764,2.306693989,-0.855208333,1,1,1,1,NA,1
8058,"brand","second",2,1,"high",5,0.032586558,1,1,0.671467764,2.306693989,-0.855208333,1,1,1,NA,1,1
8058,"pop","third",3,1,"high",2,-2.525458248,1,1,0.671467764,2.306693989,-0.855208333,1,1,1,1,1,NA
8059,"rep","first",1,1,"high",2,-2.046843177,1,0,0.004801097,-1.359972678,0.019791667,0,0,1,0,NA,0
8059,"pop","second",2,0,"low",4,-0.525458248,1,1,0.004801097,-1.359972678,0.019791667,0,0,1,0,1,NA
8059,"brand","third",3,0,"low",3,-1.967413442,1,1,0.004801097,-1.359972678,0.019791667,0,0,1,NA,1,0
8060,"pop","first",1,0,"low",1,-3.525458248,0,0,-0.995198903,-1.359972678,-1.605208333,1,0,1,1,1,NA
8060,"rep","second",2,1,"high",1,-3.046843177,0,1,-0.995198903,-1.359972678,-1.605208333,1,0,1,1,NA,0
8060,"brand","third",3,1,"high",6,1.032586558,1,1,-0.995198903,-1.359972678,-1.605208333,1,0,1,NA,1,0
8061,"rep","first",1,1,"high",2,-2.046843177,1,0,0.338134431,-0.026639344,-0.230208333,0,1,1,0,NA,1
8061,"pop","second",2,1,"high",2,-2.525458248,1,1,0.338134431,-0.026639344,-0.230208333,0,1,1,0,1,NA
8061,"brand","third",3,0,"low",2,-2.967413442,1,1,0.338134431,-0.026639344,-0.230208333,0,1,1,NA,1,1
8062,"pop","first",1,0,"low",5,0.474541752,1,0,-0.661865569,-1.026639344,0.019791667,1,0,0,1,0,NA
8062,"rep","second",2,0,"low",2,-2.046843177,1,1,-0.661865569,-1.026639344,0.019791667,1,0,0,1,NA,0
8062,"brand","third",3,1,"high",7,2.032586558,1,1,-0.661865569,-1.026639344,0.019791667,1,0,0,NA,0,0
8064,"pop","first",1,1,"high",6,1.474541752,1,0,0.671467764,-1.026639344,0.644791667,1,1,0,1,0,NA
8064,"rep","second",2,0,"low",2,-2.046843177,1,1,0.671467764,-1.026639344,0.644791667,1,1,0,1,NA,1
8064,"brand","third",3,1,"high",7,2.032586558,1,1,0.671467764,-1.026639344,0.644791667,1,1,0,NA,0,1
8065,"pop","first",1,1,"high",6,1.474541752,1,0,1.338134431,-1.693306011,-1.105208333,0,1,0,0,0,NA
8065,"brand","second",2,0,"low",3,-1.967413442,1,1,1.338134431,-1.693306011,-1.105208333,0,1,0,NA,0,1
8065,"rep","third",3,0,"low",4,-0.046843177,0,1,1.338134431,-1.693306011,-1.105208333,0,1,0,0,NA,1
8066,"pop","first",1,1,"high",4,-0.525458248,1,0,0.338134431,0.640027322,0.894791667,0,1,1,0,1,NA
8066,"rep","second",2,1,"high",5,0.953156823,1,1,0.338134431,0.640027322,0.894791667,0,1,1,0,NA,1
8066,"brand","third",3,0,"low",7,2.032586558,1,1,0.338134431,0.640027322,0.894791667,0,1,1,NA,1,1
8067,"rep","first",1,0,"low",3,-1.046843177,0,0,1.004801097,0.306693989,-0.605208333,0,0,0,0,NA,0
8067,"brand","second",2,0,"low",3,-1.967413442,0,1,1.004801097,0.306693989,-0.605208333,0,0,0,NA,0,0
8067,"pop","third",3,0,"low",3,-1.525458248,0,1,1.004801097,0.306693989,-0.605208333,0,0,0,0,0,NA
8069,"rep","first",1,0,"low",3,-1.046843177,1,0,0.004801097,0.973360656,-0.480208333,1,1,0,1,NA,1
8069,"pop","second",2,1,"high",4,-0.525458248,0,1,0.004801097,0.973360656,-0.480208333,1,1,0,1,0,NA
8069,"brand","third",3,1,"high",6,1.032586558,1,1,0.004801097,0.973360656,-0.480208333,1,1,0,NA,0,1
8070,"pop","first",1,0,"low",6,1.474541752,1,0,-1.661865569,-0.026639344,-0.230208333,0,0,1,0,1,NA
8070,"brand","second",2,0,"low",4,-0.967413442,0,1,-1.661865569,-0.026639344,-0.230208333,0,0,1,NA,1,0
8070,"rep","third",3,1,"high",2,-2.046843177,1,1,-1.661865569,-0.026639344,-0.230208333,0,0,1,0,NA,0
8071,"brand","first",1,1,"high",7,2.032586558,1,0,-0.995198903,-1.026639344,-0.480208333,1,1,0,NA,0,1
8071,"rep","second",2,0,"low",3,-1.046843177,0,1,-0.995198903,-1.026639344,-0.480208333,1,1,0,1,NA,1
8071,"pop","third",3,1,"high",4,-0.525458248,0,1,-0.995198903,-1.026639344,-0.480208333,1,1,0,1,0,NA
8072,"brand","first",1,1,"high",5,0.032586558,1,0,-1.328532236,0.306693989,-0.105208333,1,0,0,NA,0,0
8072,"pop","second",2,0,"low",5,0.474541752,1,1,-1.328532236,0.306693989,-0.105208333,1,0,0,1,0,NA
8072,"rep","third",3,0,"low",4,-0.046843177,0,1,-1.328532236,0.306693989,-0.105208333,1,0,0,1,NA,0
8073,"brand","first",1,0,"low",3,-1.967413442,0,0,1.004801097,-1.359972678,0.144791667,0,0,1,NA,1,0
8073,"rep","second",2,1,"high",3,-1.046843177,1,1,1.004801097,-1.359972678,0.144791667,0,0,1,0,NA,0
8073,"pop","third",3,0,"low",5,0.474541752,0,1,1.004801097,-1.359972678,0.144791667,0,0,1,0,1,NA
8074,"rep","first",1,1,"high",2,-2.046843177,0,0,-2.995198903,-1.693306011,1.644791667,0,1,1,0,NA,1
8074,"brand","second",2,0,"low",3,-1.967413442,0,1,-2.995198903,-1.693306011,1.644791667,0,1,1,NA,1,1
8074,"pop","third",3,1,"high",2,-2.525458248,0,1,-2.995198903,-1.693306011,1.644791667,0,1,1,0,1,NA
8075,"brand","first",1,0,"low",2,-2.967413442,1,0,0.671467764,0.306693989,0.644791667,0,1,0,NA,0,1
8075,"rep","second",2,0,"low",2,-2.046843177,1,1,0.671467764,0.306693989,0.644791667,0,1,0,0,NA,1
8075,"pop","third",3,1,"high",4,-0.525458248,1,1,0.671467764,0.306693989,0.644791667,0,1,0,0,0,NA
8076,"pop","first",1,1,"high",4,-0.525458248,0,0,-0.328532236,-0.693306011,-0.980208333,0,1,0,0,0,NA
8076,"rep","second",2,0,"low",1,-3.046843177,1,1,-0.328532236,-0.693306011,-0.980208333,0,1,0,0,NA,1
8076,"brand","third",3,0,"low",3,-1.967413442,1,1,-0.328532236,-0.693306011,-0.980208333,0,1,0,NA,0,1
8077,"pop","first",1,0,"low",7,2.474541752,1,0,0.671467764,1.306693989,0.269791667,1,0,1,1,1,NA
8077,"rep","second",2,1,"high",5,0.953156823,1,1,0.671467764,1.306693989,0.269791667,1,0,1,1,NA,0
8077,"brand","third",3,1,"high",7,2.032586558,1,1,0.671467764,1.306693989,0.269791667,1,0,1,NA,1,0
8078,"pop","first",1,0,"low",5,0.474541752,1,0,0.671467764,0.306693989,1.894791667,0,0,0,0,0,NA
8078,"brand","second",2,0,"low",6,1.032586558,0,1,0.671467764,0.306693989,1.894791667,0,0,0,NA,0,0
8078,"rep","third",3,0,"low",3,-1.046843177,1,1,0.671467764,0.306693989,1.894791667,0,0,0,0,NA,0
8080,"pop","first",1,1,"high",1,-3.525458248,1,0,0.671467764,0.306693989,0.894791667,0,1,1,0,1,NA
8080,"rep","second",2,1,"high",3,-1.046843177,1,1,0.671467764,0.306693989,0.894791667,0,1,1,0,NA,1
8080,"brand","third",3,0,"low",5,0.032586558,1,1,0.671467764,0.306693989,0.894791667,0,1,1,NA,1,1
8081,"brand","first",1,1,"high",5,0.032586558,1,0,-0.661865569,-0.693306011,0.269791667,1,1,1,NA,1,1
8081,"pop","second",2,1,"high",3,-1.525458248,0,1,-0.661865569,-0.693306011,0.269791667,1,1,1,1,1,NA
8081,"rep","third",3,1,"high",3,-1.046843177,1,1,-0.661865569,-0.693306011,0.269791667,1,1,1,1,NA,1
8083,"brand","first",1,1,"high",7,2.032586558,0,0,0.671467764,-3.693306011,0.019791667,1,1,1,NA,1,1
8083,"pop","second",2,1,"high",7,2.474541752,1,1,0.671467764,-3.693306011,0.019791667,1,1,1,1,1,NA
8083,"rep","third",3,1,"high",7,2.953156823,1,1,0.671467764,-3.693306011,0.019791667,1,1,1,1,NA,1
8084,"brand","first",1,0,"low",1,-3.967413442,1,0,1.004801097,1.640027322,-0.730208333,0,0,1,NA,1,0
8084,"pop","second",2,0,"low",1,-3.525458248,1,1,1.004801097,1.640027322,-0.730208333,0,0,1,0,1,NA
8084,"rep","third",3,1,"high",2,-2.046843177,1,1,1.004801097,1.640027322,-0.730208333,0,0,1,0,NA,0
8085,"pop","first",1,0,"low",7,2.474541752,1,0,0.671467764,0.640027322,-0.355208333,0,0,0,0,0,NA
8085,"brand","second",2,0,"low",6,1.032586558,0,1,0.671467764,0.640027322,-0.355208333,0,0,0,NA,0,0
8085,"rep","third",3,0,"low",5,0.953156823,1,1,0.671467764,0.640027322,-0.355208333,0,0,0,0,NA,0
8086,"rep","first",1,0,"low",2,-2.046843177,1,0,1.004801097,0.973360656,1.144791667,0,1,0,0,NA,1
8086,"pop","second",2,1,"high",5,0.474541752,1,1,1.004801097,0.973360656,1.144791667,0,1,0,0,0,NA
8086,"brand","third",3,0,"low",2,-2.967413442,0,1,1.004801097,0.973360656,1.144791667,0,1,0,NA,0,1
8087,"pop","first",1,1,"high",5,0.474541752,0,0,-0.661865569,-0.693306011,0.019791667,1,1,1,1,1,NA
8087,"brand","second",2,1,"high",6,1.032586558,1,1,-0.661865569,-0.693306011,0.019791667,1,1,1,NA,1,1
8087,"rep","third",3,1,"high",5,0.953156823,1,1,-0.661865569,-0.693306011,0.019791667,1,1,1,1,NA,1
8088,"rep","first",1,1,"high",6,1.953156823,0,0,1.004801097,1.306693989,-0.355208333,0,1,1,0,NA,1
8088,"brand","second",2,0,"low",4,-0.967413442,1,1,1.004801097,1.306693989,-0.355208333,0,1,1,NA,1,1
8088,"pop","third",3,1,"high",3,-1.525458248,0,1,1.004801097,1.306693989,-0.355208333,0,1,1,0,1,NA
8089,"rep","first",1,1,"high",5,0.953156823,0,0,-1.328532236,-0.359972678,1.894791667,1,0,1,1,NA,0
8089,"brand","second",2,1,"high",7,2.032586558,1,1,-1.328532236,-0.359972678,1.894791667,1,0,1,NA,1,0
8089,"pop","third",3,0,"low",6,1.474541752,0,1,-1.328532236,-0.359972678,1.894791667,1,0,1,1,1,NA
8090,"rep","first",1,1,"high",1,-3.046843177,1,0,0.004801097,0.973360656,1.519791667,1,1,1,1,NA,1
8090,"pop","second",2,1,"high",2,-2.525458248,0,1,0.004801097,0.973360656,1.519791667,1,1,1,1,1,NA
8090,"brand","third",3,1,"high",5,0.032586558,1,1,0.004801097,0.973360656,1.519791667,1,1,1,NA,1,1
8091,"rep","first",1,1,"high",6,1.953156823,1,0,-1.328532236,-1.359972678,0.644791667,0,1,1,0,NA,1
8091,"brand","second",2,0,"low",3,-1.967413442,1,1,-1.328532236,-1.359972678,0.644791667,0,1,1,NA,1,1
8091,"pop","third",3,1,"high",5,0.474541752,1,1,-1.328532236,-1.359972678,0.644791667,0,1,1,0,1,NA
8092,"brand","first",1,0,"low",3,-1.967413442,1,0,-2.328532236,-1.026639344,0.394791667,0,0,0,NA,0,0
8092,"pop","second",2,0,"low",4,-0.525458248,1,1,-2.328532236,-1.026639344,0.394791667,0,0,0,0,0,NA
8092,"rep","third",3,0,"low",5,0.953156823,0,1,-2.328532236,-1.026639344,0.394791667,0,0,0,0,NA,0
8093,"pop","first",1,1,"high",7,2.474541752,1,0,0.338134431,-0.693306011,0.644791667,1,1,1,1,1,NA
8093,"brand","second",2,1,"high",7,2.032586558,1,1,0.338134431,-0.693306011,0.644791667,1,1,1,NA,1,1
8093,"rep","third",3,1,"high",6,1.953156823,1,1,0.338134431,-0.693306011,0.644791667,1,1,1,1,NA,1
8094,"pop","first",1,1,"high",5,0.474541752,1,0,-1.995198903,-0.026639344,1.519791667,0,1,1,0,1,NA
8094,"rep","second",2,1,"high",5,0.953156823,1,1,-1.995198903,-0.026639344,1.519791667,0,1,1,0,NA,1
8094,"brand","third",3,0,"low",5,0.032586558,0,1,-1.995198903,-0.026639344,1.519791667,0,1,1,NA,1,1
8095,"pop","first",1,1,"high",2,-2.525458248,1,0,-0.328532236,-0.026639344,-1.480208333,0,1,1,0,1,NA
8095,"brand","second",2,0,"low",6,1.032586558,0,1,-0.328532236,-0.026639344,-1.480208333,0,1,1,NA,1,1
8095,"rep","third",3,1,"high",4,-0.046843177,1,1,-0.328532236,-0.026639344,-1.480208333,0,1,1,0,NA,1
8096,"pop","first",1,1,"high",3,-1.525458248,1,0,0.004801097,0.640027322,-1.855208333,1,1,0,1,0,NA
8096,"rep","second",2,0,"low",2,-2.046843177,1,1,0.004801097,0.640027322,-1.855208333,1,1,0,1,NA,1
8096,"brand","third",3,1,"high",5,0.032586558,1,1,0.004801097,0.640027322,-1.855208333,1,1,0,NA,0,1
8097,"brand","first",1,0,"low",6,1.032586558,0,0,-1.328532236,-0.359972678,0.269791667,0,0,0,NA,0,0
8097,"pop","second",2,0,"low",5,0.474541752,1,1,-1.328532236,-0.359972678,0.269791667,0,0,0,0,0,NA
8097,"rep","third",3,0,"low",4,-0.046843177,1,1,-1.328532236,-0.359972678,0.269791667,0,0,0,0,NA,0
8098,"rep","first",1,0,"low",4,-0.046843177,1,0,-0.995198903,-2.693306011,0.019791667,0,1,0,0,NA,1
8098,"brand","second",2,0,"low",6,1.032586558,0,1,-0.995198903,-2.693306011,0.019791667,0,1,0,NA,0,1
8098,"pop","third",3,1,"high",6,1.474541752,0,1,-0.995198903,-2.693306011,0.019791667,0,1,0,0,0,NA
8099,"rep","first",1,0,"low",6,1.953156823,0,0,-0.661865569,-1.359972678,0.894791667,0,0,0,0,NA,0
8099,"brand","second",2,0,"low",6,1.032586558,1,1,-0.661865569,-1.359972678,0.894791667,0,0,0,NA,0,0
8099,"pop","third",3,0,"low",6,1.474541752,0,1,-0.661865569,-1.359972678,0.894791667,0,0,0,0,0,NA
8100,"brand","first",1,1,"high",7,2.032586558,1,0,0.671467764,-1.693306011,0.769791667,1,0,0,NA,0,0
8100,"pop","second",2,0,"low",6,1.474541752,1,1,0.671467764,-1.693306011,0.769791667,1,0,0,1,0,NA
8100,"rep","third",3,0,"low",3,-1.046843177,1,1,0.671467764,-1.693306011,0.769791667,1,0,0,1,NA,0
8101,"rep","first",1,1,"high",2,-2.046843177,0,0,-0.995198903,-2.026639344,0.769791667,0,1,1,0,NA,1
8101,"pop","second",2,1,"high",3,-1.525458248,0,1,-0.995198903,-2.026639344,0.769791667,0,1,1,0,1,NA
8101,"brand","third",3,0,"low",4,-0.967413442,1,1,-0.995198903,-2.026639344,0.769791667,0,1,1,NA,1,1
8102,"pop","first",1,1,"high",4,-0.525458248,1,0,-0.328532236,-0.026639344,-1.105208333,1,1,0,1,0,NA
8102,"brand","second",2,1,"high",5,0.032586558,0,1,-0.328532236,-0.026639344,-1.105208333,1,1,0,NA,0,1
8102,"rep","third",3,0,"low",3,-1.046843177,1,1,-0.328532236,-0.026639344,-1.105208333,1,1,0,1,NA,1
8103,"brand","first",1,1,"high",7,2.032586558,1,0,0.004801097,-1.359972678,-0.230208333,1,1,1,NA,1,1
8103,"rep","second",2,1,"high",6,1.953156823,1,1,0.004801097,-1.359972678,-0.230208333,1,1,1,1,NA,1
8103,"pop","third",3,1,"high",4,-0.525458248,0,1,0.004801097,-1.359972678,-0.230208333,1,1,1,1,1,NA
8104,"pop","first",1,1,"high",3,-1.525458248,1,0,0.671467764,0.306693989,0.019791667,1,1,1,1,1,NA
8104,"brand","second",2,1,"high",5,0.032586558,1,1,0.671467764,0.306693989,0.019791667,1,1,1,NA,1,1
8104,"rep","third",3,1,"high",3,-1.046843177,1,1,0.671467764,0.306693989,0.019791667,1,1,1,1,NA,1
8106,"brand","first",1,0,"low",2,-2.967413442,1,0,-2.661865569,-2.693306011,0.394791667,0,0,0,NA,0,0
8106,"pop","second",2,0,"low",6,1.474541752,1,1,-2.661865569,-2.693306011,0.394791667,0,0,0,0,0,NA
8106,"rep","third",3,0,"low",3,-1.046843177,0,1,-2.661865569,-2.693306011,0.394791667,0,0,0,0,NA,0
8107,"brand","first",1,1,"high",6,1.032586558,1,0,-0.328532236,-0.026639344,-0.730208333,1,1,1,NA,1,1
8107,"rep","second",2,1,"high",6,1.953156823,1,1,-0.328532236,-0.026639344,-0.730208333,1,1,1,1,NA,1
8107,"pop","third",3,1,"high",5,0.474541752,0,1,-0.328532236,-0.026639344,-0.730208333,1,1,1,1,1,NA
8108,"rep","first",1,0,"low",4,-0.046843177,1,0,-0.661865569,0.973360656,0.519791667,1,0,0,1,NA,0
8108,"pop","second",2,0,"low",5,0.474541752,1,1,-0.661865569,0.973360656,0.519791667,1,0,0,1,0,NA
8108,"brand","third",3,1,"high",6,1.032586558,1,1,-0.661865569,0.973360656,0.519791667,1,0,0,NA,0,0
8109,"brand","first",1,1,"high",4,-0.967413442,1,0,-0.328532236,0.973360656,0.644791667,1,1,1,NA,1,1
8109,"pop","second",2,1,"high",3,-1.525458248,1,1,-0.328532236,0.973360656,0.644791667,1,1,1,1,1,NA
8109,"rep","third",3,1,"high",5,0.953156823,1,1,-0.328532236,0.973360656,0.644791667,1,1,1,1,NA,1
8110,"rep","first",1,1,"high",2,-2.046843177,1,0,-0.328532236,-0.026639344,0.519791667,1,0,1,1,NA,0
8110,"pop","second",2,0,"low",4,-0.525458248,0,1,-0.328532236,-0.026639344,0.519791667,1,0,1,1,1,NA
8110,"brand","third",3,1,"high",3,-1.967413442,1,1,-0.328532236,-0.026639344,0.519791667,1,0,1,NA,1,0
