"focal","linear_pp","ordinal_pp","difference_pp"
"brand",25.8758732153028,27.2414258096646,1.36555259436176
"rep",19.2766834368113,22.3681902976695,3.09150686085814
"pop",5.85081034639806,6.65714865164362,0.806338305245555
