"boundary","threshold","se","width_to_next","equal_width","ratio_to_equal"
"1|2",-4.41688122796732,0.234626325376904,1.77122854674469,1.50187805599007,1.17934245039426
"2|3",-2.64565268122263,0.190062945438925,0.990657916836666,1.50187805599007,0.659612751438469
"3|4",-1.65499476438596,0.178099702144393,1.38779871336848,1.50187805599007,0.924042206911142
"4|5",-0.267196051017486,0.171030845359851,1.43473120647707,1.50187805599007,0.955291410480907
"5|6",1.16753515545959,0.17459700727213,1.92497389652342,1.50187805599007,1.28171118077522
"6|7",3.09250905198301,0.200273756031344,NA,NA,NA
