lfdn,i,y_i,x_i,man_check_i,inv_app_mc,inv_dl_mc,inv_cat_mc,n,y_i_mc,i_name
8317,1,1,1,1,-0.328532236,-0.359972678,-1.230208333,1,-3.046843177,rep
8318,1,5,0,1,1.671467764,-1.026639344,0.269791667,1,0.953156823,rep
8319,1,5,1,1,-1.661865569,0.640027322,0.019791667,3,0.953156823,rep
8320,1,4,1,0,1.338134431,0.973360656,2.019791667,3,-0.046843177,rep
8321,1,6,1,1,1.671467764,0.973360656,-0.105208333,3,1.953156823,rep
8322,1,1,0,1,0.004801097,1.640027322,0.519791667,2,-3.046843177,rep
8323,1,6,1,1,1.338134431,1.306693989,1.144791667,3,1.953156823,rep
8324,1,5,1,1,-0.661865569,-1.693306011,-0.355208333,1,0.953156823,rep
8325,1,6,0,0,1.671467764,-0.359972678,1.269791667,2,1.953156823,rep
8327,1,4,1,1,0.004801097,0.973360656,0.519791667,3,-0.046843177,rep
8328,1,3,0,1,-1.995198903,-0.359972678,0.144791667,3,-1.046843177,rep
8329,1,4,0,1,-0.661865569,0.640027322,0.394791667,3,-0.046843177,rep
8330,1,5,1,1,-0.328532236,0.306693989,-0.355208333,3,0.953156823,rep
8331,1,5,1,1,0.004801097,-0.693306011,1.269791667,1,0.953156823,rep
8332,1,2,0,0,-2.328532236,-1.693306011,-0.355208333,1,-2.046843177,rep
8333,1,4,0,1,-1.328532236,-0.693306011,-0.480208333,1,-0.046843177,rep
8334,1,4,1,1,-1.661865569,1.640027322,-1.855208333,3,-0.046843177,rep
8335,1,5,0,1,0.004801097,-0.359972678,0.894791667,1,0.953156823,rep
8337,1,4,0,1,-0.995198903,-0.693306011,-1.355208333,3,-0.046843177,rep
8338,1,2,0,1,0.004801097,-1.359972678,0.644791667,2,-2.046843177,rep
8339,1,3,0,1,1.004801097,-1.693306011,0.519791667,2,-1.046843177,rep
8340,1,6,0,0,1.338134431,2.306693989,1.519791667,1,1.953156823,rep
8342,1,6,1,1,-0.661865569,-1.693306011,0.019791667,2,1.953156823,rep
8343,1,6,1,1,0.671467764,0.973360656,1.394791667,2,1.953156823,rep
8344,1,4,1,1,1.671467764,0.973360656,-4.480208333,2,-0.046843177,rep
8345,1,4,1,1,0.338134431,-1.026639344,-0.605208333,1,-0.046843177,rep
8347,1,5,0,1,-5.328532236,-1.026639344,-0.730208333,1,0.953156823,rep
8348,1,1,1,0,-1.328532236,1.306693989,-0.355208333,3,-3.046843177,rep
8349,1,2,0,1,-2.995198903,1.640027322,-1.980208333,3,-2.046843177,rep
8350,1,4,0,1,0.004801097,-0.359972678,-1.230208333,1,-0.046843177,rep
8351,1,4,1,1,-2.661865569,-1.026639344,-2.605208333,1,-0.046843177,rep
8352,1,7,1,0,0.338134431,-0.359972678,1.019791667,1,2.953156823,rep
8353,1,5,0,1,0.004801097,0.306693989,-0.605208333,3,0.953156823,rep
8356,1,5,0,1,-0.661865569,-2.026639344,-0.230208333,3,0.953156823,rep
8357,1,3,0,1,-1.661865569,1.306693989,0.144791667,1,-1.046843177,rep
8358,1,5,0,0,0.338134431,-1.693306011,0.769791667,1,0.953156823,rep
8359,1,5,1,1,0.338134431,-0.359972678,0.769791667,1,0.953156823,rep
8360,1,5,1,1,0.004801097,-1.026639344,-0.355208333,3,0.953156823,rep
8361,1,1,0,1,0.671467764,0.640027322,-0.605208333,2,-3.046843177,rep
8362,1,5,1,1,0.004801097,-1.359972678,0.519791667,3,0.953156823,rep
8363,1,7,0,1,-0.328532236,0.306693989,-0.730208333,3,2.953156823,rep
8364,1,2,0,1,0.671467764,-1.026639344,-1.230208333,2,-2.046843177,rep
8366,1,5,0,0,0.671467764,-1.693306011,1.394791667,2,0.953156823,rep
8367,1,7,1,1,1.671467764,2.306693989,2.519791667,3,2.953156823,rep
8368,1,5,1,1,0.004801097,-0.693306011,-0.855208333,2,0.953156823,rep
8369,1,3,1,0,0.338134431,0.973360656,-1.605208333,1,-1.046843177,rep
8371,1,4,1,1,1.004801097,-0.693306011,-0.355208333,3,-0.046843177,rep
8372,1,5,0,1,1.338134431,1.973360656,-1.480208333,3,0.953156823,rep
8373,1,1,0,0,-0.661865569,-0.693306011,0.644791667,1,-3.046843177,rep
8374,1,4,0,1,-0.661865569,-1.693306011,-0.730208333,3,-0.046843177,rep
8375,1,1,1,0,-2.995198903,2.306693989,-3.480208333,2,-3.046843177,rep
8376,1,5,1,1,-0.328532236,-4.693306011,1.894791667,3,0.953156823,rep
8377,1,5,0,1,0.004801097,-2.359972678,0.644791667,1,0.953156823,rep
8378,1,6,1,1,-0.328532236,1.306693989,1.644791667,3,1.953156823,rep
8379,1,6,0,1,0.671467764,0.973360656,1.019791667,3,1.953156823,rep
8380,1,4,0,1,0.338134431,-1.693306011,0.019791667,1,-0.046843177,rep
8381,1,5,1,1,-0.995198903,0.306693989,0.519791667,3,0.953156823,rep
8382,1,6,1,0,0.671467764,-0.693306011,-0.605208333,3,1.953156823,rep
8383,1,6,1,1,0.004801097,-0.026639344,0.519791667,3,1.953156823,rep
8384,1,6,1,1,1.671467764,2.306693989,2.144791667,3,1.953156823,rep
8385,1,2,0,1,1.004801097,-0.359972678,1.394791667,2,-2.046843177,rep
8386,1,6,1,1,-0.995198903,-0.026639344,-1.230208333,1,1.953156823,rep
8387,1,4,1,1,-0.661865569,1.306693989,-1.605208333,3,-0.046843177,rep
8389,1,4,0,1,-1.661865569,1.973360656,-4.480208333,2,-0.046843177,rep
8390,1,7,1,1,1.004801097,-2.026639344,0.519791667,3,2.953156823,rep
8391,1,4,0,0,-0.995198903,-1.693306011,-0.605208333,3,-0.046843177,rep
8392,1,6,1,1,0.671467764,-3.026639344,0.644791667,2,1.953156823,rep
8393,1,4,1,1,-0.328532236,0.640027322,0.644791667,3,-0.046843177,rep
8394,1,4,0,0,1.004801097,1.640027322,1.894791667,1,-0.046843177,rep
8396,1,6,1,1,-0.328532236,0.306693989,0.019791667,3,1.953156823,rep
8397,1,7,1,1,1.671467764,0.306693989,-0.480208333,3,2.953156823,rep
8398,1,5,0,1,0.338134431,-1.693306011,-0.105208333,2,0.953156823,rep
8399,1,6,1,1,-0.995198903,-4.693306011,-0.355208333,3,1.953156823,rep
8401,1,1,0,0,-1.328532236,2.306693989,-2.355208333,3,-3.046843177,rep
8402,1,1,1,0,0.671467764,1.306693989,1.144791667,3,-3.046843177,rep
8403,1,4,1,1,-0.995198903,0.306693989,-0.605208333,1,-0.046843177,rep
8404,1,5,0,1,1.671467764,1.306693989,0.894791667,1,0.953156823,rep
8405,1,6,0,1,0.004801097,-0.359972678,1.394791667,3,1.953156823,rep
8406,1,2,0,1,1.338134431,0.973360656,-0.230208333,3,-2.046843177,rep
8407,1,4,1,0,-0.661865569,-1.026639344,-0.105208333,2,-0.046843177,rep
8408,1,2,1,0,0.671467764,-2.359972678,0.269791667,2,-2.046843177,rep
8409,1,4,0,1,-0.661865569,0.306693989,-0.480208333,2,-0.046843177,rep
8410,1,6,0,1,1.004801097,0.306693989,0.894791667,2,1.953156823,rep
8412,1,7,1,1,0.671467764,0.640027322,1.019791667,3,2.953156823,rep
8413,1,5,1,0,0.671467764,-0.359972678,1.644791667,2,0.953156823,rep
8414,1,6,1,1,1.004801097,2.306693989,0.769791667,2,1.953156823,rep
8415,1,4,1,0,1.004801097,0.973360656,-0.480208333,1,-0.046843177,rep
8419,1,5,1,1,-1.328532236,-0.359972678,-0.230208333,2,0.953156823,rep
8420,1,7,1,1,0.671467764,0.306693989,1.019791667,2,2.953156823,rep
8421,1,6,1,1,-2.661865569,0.640027322,0.144791667,3,1.953156823,rep
8423,1,4,1,1,-1.661865569,-1.359972678,-1.480208333,1,-0.046843177,rep
8425,1,6,1,1,1.671467764,-0.693306011,0.519791667,1,1.953156823,rep
8427,1,4,1,0,-1.328532236,-0.359972678,0.019791667,2,-0.046843177,rep
8428,1,4,0,0,0.338134431,0.306693989,-0.730208333,2,-0.046843177,rep
8429,1,5,0,0,0.671467764,0.973360656,-0.355208333,1,0.953156823,rep
8430,1,3,1,1,0.671467764,-0.693306011,-0.730208333,2,-1.046843177,rep
8431,1,3,0,1,-0.328532236,0.640027322,2.144791667,3,-1.046843177,rep
8433,1,3,0,1,0.671467764,1.306693989,-1.105208333,3,-1.046843177,rep
8434,1,5,1,1,-1.328532236,-3.693306011,-0.980208333,3,0.953156823,rep
8435,1,6,1,1,0.004801097,-2.026639344,0.269791667,3,1.953156823,rep
8437,1,4,0,1,1.671467764,0.306693989,0.269791667,3,-0.046843177,rep
8438,1,4,1,1,0.671467764,0.306693989,0.644791667,3,-0.046843177,rep
8439,1,2,0,1,1.671467764,-0.693306011,0.144791667,1,-2.046843177,rep
8440,1,5,1,1,1.004801097,0.640027322,0.894791667,1,0.953156823,rep
8441,1,1,1,1,-1.328532236,-0.693306011,-0.105208333,2,-3.046843177,rep
8442,1,4,0,1,1.671467764,1.973360656,0.269791667,1,-0.046843177,rep
8443,1,2,0,1,1.338134431,2.306693989,2.019791667,3,-2.046843177,rep
8444,1,2,0,1,0.004801097,-1.359972678,-0.480208333,2,-2.046843177,rep
8445,1,4,0,0,1.338134431,-1.693306011,-1.230208333,3,-0.046843177,rep
8446,1,5,0,1,-1.661865569,-1.693306011,-0.980208333,3,0.953156823,rep
8447,1,2,0,1,-0.661865569,0.306693989,0.769791667,3,-2.046843177,rep
8448,1,5,0,1,1.004801097,1.306693989,0.644791667,2,0.953156823,rep
8449,1,7,1,1,0.004801097,1.973360656,0.269791667,3,2.953156823,rep
8450,1,7,1,1,0.004801097,1.640027322,-0.605208333,2,2.953156823,rep
8451,1,5,1,1,0.004801097,-1.693306011,0.519791667,1,0.953156823,rep
8452,1,4,0,1,-0.328532236,-0.693306011,-0.980208333,2,-0.046843177,rep
8453,1,5,0,1,0.671467764,-0.026639344,0.144791667,1,0.953156823,rep
8454,1,6,1,1,-1.328532236,-0.693306011,0.269791667,2,1.953156823,rep
8455,1,4,1,1,0.338134431,1.973360656,-1.355208333,2,-0.046843177,rep
8456,1,6,0,1,1.338134431,-1.026639344,0.394791667,1,1.953156823,rep
8457,1,3,0,0,0.671467764,-1.026639344,1.394791667,2,-1.046843177,rep
8458,1,5,1,1,0.671467764,0.973360656,-0.480208333,2,0.953156823,rep
8459,1,7,1,0,1.671467764,2.306693989,0.894791667,2,2.953156823,rep
8460,1,3,0,1,0.671467764,-0.359972678,1.269791667,2,-1.046843177,rep
8461,1,6,0,0,1.671467764,2.306693989,2.144791667,1,1.953156823,rep
8462,1,5,1,1,-1.328532236,-0.026639344,0.269791667,3,0.953156823,rep
8463,1,3,0,1,0.338134431,-0.026639344,1.394791667,3,-1.046843177,rep
8464,1,6,1,1,-0.661865569,0.640027322,0.644791667,2,1.953156823,rep
8465,1,5,1,1,0.338134431,-1.359972678,0.519791667,1,0.953156823,rep
8466,1,2,1,1,1.004801097,-1.693306011,0.894791667,1,-2.046843177,rep
8467,1,7,1,1,0.671467764,0.973360656,0.519791667,1,2.953156823,rep
8468,1,3,0,1,1.338134431,0.640027322,0.644791667,2,-1.046843177,rep
8469,1,5,0,1,0.338134431,0.306693989,-4.480208333,2,0.953156823,rep
8470,1,6,0,1,0.671467764,1.306693989,0.144791667,2,1.953156823,rep
8471,1,3,0,1,-0.995198903,-1.026639344,-0.355208333,1,-1.046843177,rep
8472,1,2,1,1,0.004801097,-1.359972678,-0.230208333,3,-2.046843177,rep
8473,1,5,1,1,1.004801097,2.306693989,-1.230208333,1,0.953156823,rep
8474,1,3,1,1,0.338134431,0.640027322,-1.105208333,3,-1.046843177,rep
8475,1,4,0,1,0.671467764,-2.693306011,-0.355208333,3,-0.046843177,rep
8476,1,3,0,1,-0.328532236,0.973360656,-0.480208333,3,-1.046843177,rep
8477,1,5,0,1,-0.995198903,-1.026639344,-0.480208333,1,0.953156823,rep
8478,1,5,0,1,0.004801097,1.306693989,0.019791667,2,0.953156823,rep
8479,1,2,0,1,1.671467764,0.973360656,0.519791667,1,-2.046843177,rep
8480,1,5,0,1,1.004801097,0.973360656,-0.730208333,1,0.953156823,rep
8481,1,7,1,0,1.671467764,2.306693989,1.894791667,1,2.953156823,rep
8482,1,3,1,0,1.004801097,1.306693989,1.394791667,2,-1.046843177,rep
8483,1,6,1,1,-0.995198903,0.640027322,-0.105208333,1,1.953156823,rep
8484,1,2,0,1,0.671467764,-0.693306011,-0.230208333,3,-2.046843177,rep
8485,1,5,0,1,-0.328532236,1.306693989,-0.230208333,3,0.953156823,rep
8486,1,1,0,0,-0.328532236,-0.359972678,-0.355208333,2,-3.046843177,rep
8487,1,4,0,1,0.004801097,0.640027322,0.269791667,3,-0.046843177,rep
8488,1,4,0,0,1.004801097,2.306693989,-0.105208333,3,-0.046843177,rep
8489,1,6,0,1,0.004801097,1.973360656,0.394791667,3,1.953156823,rep
8490,1,2,0,1,0.004801097,0.973360656,0.269791667,3,-2.046843177,rep
8491,1,6,1,0,-1.328532236,-2.359972678,1.019791667,3,1.953156823,rep
8492,1,5,1,1,1.338134431,0.973360656,-0.605208333,1,0.953156823,rep
8493,1,2,0,1,0.004801097,-0.359972678,-1.355208333,2,-2.046843177,rep
8494,1,5,0,1,-0.661865569,-0.026639344,-0.355208333,2,0.953156823,rep
8495,1,2,0,1,1.338134431,1.640027322,-0.230208333,2,-2.046843177,rep
8496,1,3,0,1,1.671467764,1.306693989,1.144791667,1,-1.046843177,rep
8497,1,2,1,1,1.004801097,1.306693989,1.644791667,2,-2.046843177,rep
8498,1,1,1,1,-0.328532236,2.306693989,0.894791667,2,-3.046843177,rep
8499,1,6,1,1,0.004801097,-1.359972678,0.019791667,1,1.953156823,rep
6943,2,4,1,1,0.004801097,0.640027322,0.019791667,2,-0.525458248,pop
7945,2,2,0,1,0.671467764,-0.026639344,-0.105208333,3,-2.525458248,pop
7946,2,6,1,1,-0.661865569,0.306693989,0.144791667,3,1.474541752,pop
7947,2,7,1,1,1.671467764,-1.359972678,0.394791667,3,2.474541752,pop
7948,2,4,0,1,1.671467764,0.973360656,0.269791667,1,-0.525458248,pop
7949,2,5,0,1,1.338134431,-0.693306011,2.519791667,1,0.474541752,pop
7950,2,5,1,1,0.004801097,-0.026639344,-0.230208333,1,0.474541752,pop
7951,2,3,0,0,0.671467764,0.640027322,-0.605208333,2,-1.525458248,pop
7952,2,5,0,0,1.338134431,0.640027322,0.769791667,1,0.474541752,pop
7953,2,6,1,0,1.004801097,1.306693989,2.394791667,3,1.474541752,pop
7954,2,5,1,1,0.004801097,-1.693306011,0.769791667,2,0.474541752,pop
7955,2,2,0,1,-1.328532236,0.973360656,0.894791667,1,-2.525458248,pop
7956,2,4,0,0,0.004801097,-0.693306011,-0.355208333,2,-0.525458248,pop
7957,2,7,1,1,1.338134431,1.973360656,-0.855208333,2,2.474541752,pop
7958,2,6,0,1,-1.328532236,-0.359972678,0.644791667,3,1.474541752,pop
7959,2,2,1,0,-0.328532236,-0.359972678,0.519791667,3,-2.525458248,pop
7960,2,4,1,1,-0.661865569,-0.359972678,-0.605208333,2,-0.525458248,pop
7961,2,6,0,1,0.004801097,0.306693989,0.519791667,2,1.474541752,pop
7963,2,2,1,1,0.004801097,1.306693989,-0.480208333,2,-2.525458248,pop
7965,2,4,1,1,0.004801097,-0.359972678,-1.105208333,1,-0.525458248,pop
7966,2,3,1,0,0.004801097,0.973360656,-0.355208333,3,-1.525458248,pop
7967,2,5,1,0,1.004801097,-1.359972678,-0.855208333,3,0.474541752,pop
7969,2,4,1,0,-2.328532236,-1.026639344,-1.105208333,1,-0.525458248,pop
7970,2,5,1,0,1.671467764,0.306693989,-1.230208333,3,0.474541752,pop
7971,2,5,0,0,-5.328532236,-4.693306011,-0.355208333,3,0.474541752,pop
7972,2,5,0,0,-0.995198903,0.306693989,-0.730208333,1,0.474541752,pop
7974,2,4,1,1,0.338134431,1.306693989,1.894791667,2,-0.525458248,pop
7975,2,7,1,1,1.004801097,1.306693989,1.519791667,3,2.474541752,pop
7976,2,6,1,0,0.004801097,-0.026639344,1.519791667,1,1.474541752,pop
7977,2,4,1,1,-2.661865569,-1.026639344,0.144791667,1,-0.525458248,pop
7978,2,2,1,0,-0.328532236,-0.359972678,-0.605208333,3,-2.525458248,pop
7979,2,4,1,1,0.004801097,1.973360656,-0.480208333,1,-0.525458248,pop
7980,2,6,1,0,0.338134431,-0.026639344,-0.605208333,1,1.474541752,pop
7981,2,3,0,1,1.338134431,-1.359972678,2.519791667,1,-1.525458248,pop
7982,2,6,0,1,0.671467764,-0.693306011,-0.105208333,3,1.474541752,pop
7983,2,4,0,1,0.671467764,0.306693989,1.519791667,1,-0.525458248,pop
7984,2,5,0,0,-2.661865569,-0.026639344,0.894791667,2,0.474541752,pop
7985,2,7,0,1,0.338134431,-1.359972678,0.644791667,1,2.474541752,pop
7987,2,5,0,1,0.004801097,0.306693989,-0.230208333,1,0.474541752,pop
7988,2,6,0,1,0.671467764,0.973360656,0.519791667,2,1.474541752,pop
7989,2,6,1,0,1.338134431,-0.359972678,-1.980208333,3,1.474541752,pop
7990,2,6,0,1,-2.328532236,-0.693306011,-1.605208333,3,1.474541752,pop
7991,2,5,1,1,-0.995198903,-0.693306011,-0.105208333,2,0.474541752,pop
7992,2,4,1,1,-0.328532236,-0.359972678,0.144791667,2,-0.525458248,pop
7993,2,3,1,1,0.004801097,-0.026639344,0.269791667,1,-1.525458248,pop
7994,2,6,0,1,0.671467764,0.973360656,-0.230208333,1,1.474541752,pop
7995,2,6,0,0,0.004801097,1.640027322,-0.605208333,3,1.474541752,pop
7996,2,7,0,0,0.004801097,-3.693306011,-0.480208333,2,2.474541752,pop
7997,2,6,0,0,-1.995198903,-0.359972678,0.019791667,1,1.474541752,pop
7998,2,4,1,1,0.338134431,-0.359972678,-0.605208333,1,-0.525458248,pop
7999,2,3,1,0,0.671467764,0.973360656,-0.480208333,2,-1.525458248,pop
8001,2,3,1,1,-1.661865569,-1.693306011,-4.480208333,3,-1.525458248,pop
8002,2,4,0,1,0.671467764,-0.026639344,0.519791667,3,-0.525458248,pop
8003,2,4,0,0,-2.661865569,-0.693306011,-1.105208333,2,-0.525458248,pop
8004,2,4,1,0,-0.661865569,-0.359972678,0.019791667,3,-0.525458248,pop
8005,2,5,0,0,0.338134431,-0.693306011,0.769791667,2,0.474541752,pop
8006,2,4,0,0,-2.328532236,1.306693989,0.769791667,3,-0.525458248,pop
8007,2,7,1,0,-0.995198903,0.640027322,-0.105208333,1,2.474541752,pop
8008,2,6,0,0,1.338134431,2.306693989,-1.980208333,2,1.474541752,pop
8010,2,5,1,1,-0.661865569,-1.359972678,-0.480208333,2,0.474541752,pop
8011,2,7,1,0,-0.328532236,2.306693989,-1.230208333,1,2.474541752,pop
8012,2,7,1,0,-0.328532236,2.306693989,-1.230208333,1,2.474541752,pop
8013,2,7,0,1,-0.328532236,2.306693989,-1.230208333,2,2.474541752,pop
8014,2,4,1,1,0.004801097,-1.026639344,-0.355208333,1,-0.525458248,pop
8015,2,4,1,1,-1.661865569,0.640027322,-1.230208333,2,-0.525458248,pop
8016,2,4,0,1,-0.661865569,-0.359972678,-1.230208333,2,-0.525458248,pop
8017,2,3,1,1,0.004801097,0.640027322,0.394791667,3,-1.525458248,pop
8018,2,4,0,1,-0.328532236,-0.026639344,0.144791667,2,-0.525458248,pop
8019,2,6,0,0,0.338134431,-0.693306011,0.394791667,3,1.474541752,pop
8020,2,7,1,0,1.338134431,-1.359972678,1.019791667,2,2.474541752,pop
8021,2,6,0,1,0.671467764,0.973360656,0.144791667,1,1.474541752,pop
8023,2,6,0,1,0.004801097,-0.693306011,-0.105208333,1,1.474541752,pop
8024,2,2,0,0,0.338134431,-1.693306011,0.144791667,2,-2.525458248,pop
8026,2,1,0,1,1.338134431,-2.693306011,-1.355208333,3,-3.525458248,pop
8027,2,2,0,1,1.004801097,-1.359972678,-0.355208333,3,-2.525458248,pop
8028,2,7,1,1,0.671467764,-1.026639344,-0.605208333,3,2.474541752,pop
8029,2,4,0,0,-0.328532236,1.306693989,-0.480208333,1,-0.525458248,pop
8030,2,5,1,1,0.338134431,0.640027322,0.019791667,1,0.474541752,pop
8031,2,7,0,1,-0.661865569,-0.359972678,0.394791667,2,2.474541752,pop
8032,2,5,1,1,-0.661865569,1.306693989,-0.480208333,1,0.474541752,pop
8033,2,6,1,0,0.671467764,-0.693306011,-1.355208333,1,1.474541752,pop
8034,2,3,0,1,1.004801097,0.306693989,-1.855208333,1,-1.525458248,pop
8036,2,6,1,1,0.671467764,-0.359972678,0.144791667,2,1.474541752,pop
8037,2,4,0,1,-0.995198903,-0.693306011,0.144791667,3,-0.525458248,pop
8038,2,2,0,0,-1.661865569,2.306693989,0.019791667,2,-2.525458248,pop
8039,2,1,1,0,-0.995198903,2.306693989,-0.855208333,1,-3.525458248,pop
8040,2,4,0,0,-0.995198903,-1.693306011,0.269791667,3,-0.525458248,pop
8041,2,4,1,1,0.004801097,0.973360656,1.519791667,3,-0.525458248,pop
8042,2,4,1,1,-0.328532236,0.973360656,-1.605208333,2,-0.525458248,pop
8043,2,6,0,0,-0.661865569,-2.359972678,-0.355208333,1,1.474541752,pop
8044,2,6,1,1,0.004801097,-1.359972678,0.144791667,1,1.474541752,pop
8045,2,4,0,1,-0.328532236,0.973360656,-0.105208333,1,-0.525458248,pop
8046,2,5,1,1,-0.661865569,0.973360656,-1.855208333,1,0.474541752,pop
8047,2,1,0,1,-1.328532236,1.973360656,-0.605208333,1,-3.525458248,pop
8049,2,6,0,1,-0.995198903,0.640027322,-0.730208333,1,1.474541752,pop
8050,2,4,1,0,0.338134431,-0.359972678,-0.980208333,3,-0.525458248,pop
8052,2,3,0,0,0.338134431,-1.693306011,-1.480208333,1,-1.525458248,pop
8054,2,2,0,1,-0.995198903,-1.026639344,-0.105208333,1,-2.525458248,pop
8055,2,5,0,0,0.004801097,0.306693989,0.144791667,1,0.474541752,pop
8056,2,6,1,1,0.004801097,1.640027322,1.269791667,1,1.474541752,pop
8057,2,2,0,1,-0.661865569,1.640027322,-1.355208333,3,-2.525458248,pop
8058,2,2,1,1,0.671467764,2.306693989,-0.855208333,3,-2.525458248,pop
8059,2,4,0,1,0.004801097,-1.359972678,0.019791667,2,-0.525458248,pop
8060,2,1,0,0,-0.995198903,-1.359972678,-1.605208333,1,-3.525458248,pop
8061,2,2,1,1,0.338134431,-0.026639344,-0.230208333,2,-2.525458248,pop
8062,2,5,0,1,-0.661865569,-1.026639344,0.019791667,1,0.474541752,pop
8064,2,6,1,1,0.671467764,-1.026639344,0.644791667,1,1.474541752,pop
8065,2,6,1,1,1.338134431,-1.693306011,-1.105208333,1,1.474541752,pop
8066,2,4,1,1,0.338134431,0.640027322,0.894791667,1,-0.525458248,pop
8067,2,3,0,0,1.004801097,0.306693989,-0.605208333,3,-1.525458248,pop
8069,2,4,1,0,0.004801097,0.973360656,-0.480208333,2,-0.525458248,pop
8070,2,6,0,1,-1.661865569,-0.026639344,-0.230208333,1,1.474541752,pop
8071,2,4,1,0,-0.995198903,-1.026639344,-0.480208333,3,-0.525458248,pop
8072,2,5,0,1,-1.328532236,0.306693989,-0.105208333,2,0.474541752,pop
8073,2,5,0,0,1.004801097,-1.359972678,0.144791667,3,0.474541752,pop
8074,2,2,1,0,-2.995198903,-1.693306011,1.644791667,3,-2.525458248,pop
8075,2,4,1,1,0.671467764,0.306693989,0.644791667,3,-0.525458248,pop
8076,2,4,1,0,-0.328532236,-0.693306011,-0.980208333,1,-0.525458248,pop
8077,2,7,0,1,0.671467764,1.306693989,0.269791667,1,2.474541752,pop
8078,2,5,0,1,0.671467764,0.306693989,1.894791667,1,0.474541752,pop
8080,2,1,1,1,0.671467764,0.306693989,0.894791667,1,-3.525458248,pop
8081,2,3,1,0,-0.661865569,-0.693306011,0.269791667,2,-1.525458248,pop
8083,2,7,1,1,0.671467764,-3.693306011,0.019791667,2,2.474541752,pop
8084,2,1,0,1,1.004801097,1.640027322,-0.730208333,2,-3.525458248,pop
8085,2,7,0,1,0.671467764,0.640027322,-0.355208333,1,2.474541752,pop
8086,2,5,1,1,1.004801097,0.973360656,1.144791667,2,0.474541752,pop
8087,2,5,1,0,-0.661865569,-0.693306011,0.019791667,1,0.474541752,pop
8088,2,3,1,0,1.004801097,1.306693989,-0.355208333,3,-1.525458248,pop
8089,2,6,0,0,-1.328532236,-0.359972678,1.894791667,3,1.474541752,pop
8090,2,2,1,0,0.004801097,0.973360656,1.519791667,2,-2.525458248,pop
8091,2,5,1,1,-1.328532236,-1.359972678,0.644791667,3,0.474541752,pop
8092,2,4,0,1,-2.328532236,-1.026639344,0.394791667,2,-0.525458248,pop
8093,2,7,1,1,0.338134431,-0.693306011,0.644791667,1,2.474541752,pop
8094,2,5,1,1,-1.995198903,-0.026639344,1.519791667,1,0.474541752,pop
8095,2,2,1,1,-0.328532236,-0.026639344,-1.480208333,1,-2.525458248,pop
8096,2,3,1,1,0.004801097,0.640027322,-1.855208333,1,-1.525458248,pop
8097,2,5,0,1,-1.328532236,-0.359972678,0.269791667,2,0.474541752,pop
8098,2,6,1,0,-0.995198903,-2.693306011,0.019791667,3,1.474541752,pop
8099,2,6,0,0,-0.661865569,-1.359972678,0.894791667,3,1.474541752,pop
8100,2,6,0,1,0.671467764,-1.693306011,0.769791667,2,1.474541752,pop
8101,2,3,1,0,-0.995198903,-2.026639344,0.769791667,2,-1.525458248,pop
8102,2,4,1,1,-0.328532236,-0.026639344,-1.105208333,1,-0.525458248,pop
8103,2,4,1,0,0.004801097,-1.359972678,-0.230208333,3,-0.525458248,pop
8104,2,3,1,1,0.671467764,0.306693989,0.019791667,1,-1.525458248,pop
8106,2,6,0,1,-2.661865569,-2.693306011,0.394791667,2,1.474541752,pop
8107,2,5,1,0,-0.328532236,-0.026639344,-0.730208333,3,0.474541752,pop
8108,2,5,0,1,-0.661865569,0.973360656,0.519791667,2,0.474541752,pop
8109,2,3,1,1,-0.328532236,0.973360656,0.644791667,2,-1.525458248,pop
8110,2,4,0,0,-0.328532236,-0.026639344,0.519791667,2,-0.525458248,pop
8111,2,5,1,1,0.338134431,2.306693989,0.894791667,3,0.474541752,pop
8113,2,5,1,1,0.671467764,0.973360656,0.519791667,2,0.474541752,pop
8114,2,5,1,1,0.004801097,1.306693989,-0.605208333,2,0.474541752,pop
8115,2,5,1,1,-1.328532236,-2.359972678,-0.855208333,1,0.474541752,pop
8116,2,6,0,1,0.671467764,-0.026639344,-2.105208333,1,1.474541752,pop
8117,2,2,0,1,-0.661865569,-0.359972678,-3.105208333,1,-2.525458248,pop
8118,2,2,0,1,-0.328532236,-1.359972678,-0.355208333,2,-2.525458248,pop
8119,2,5,0,0,-0.995198903,0.306693989,2.269791667,2,0.474541752,pop
8120,2,6,0,0,0.671467764,-0.026639344,1.269791667,1,1.474541752,pop
8121,2,3,0,1,-1.328532236,1.306693989,1.394791667,3,-1.525458248,pop
8123,2,4,1,0,-0.328532236,-0.026639344,-1.480208333,2,-0.525458248,pop
8124,2,6,1,1,-0.661865569,-0.026639344,-0.355208333,2,1.474541752,pop
8125,2,7,1,0,0.004801097,-1.693306011,0.394791667,1,2.474541752,pop
8126,2,6,1,1,1.671467764,-0.359972678,-2.480208333,3,1.474541752,pop
8127,2,5,0,1,-1.328532236,0.306693989,0.144791667,3,0.474541752,pop
8128,2,3,1,1,1.338134431,-1.026639344,1.769791667,2,-1.525458248,pop
8129,2,2,0,1,1.338134431,0.973360656,-0.480208333,3,-2.525458248,pop
8130,2,5,1,1,0.338134431,1.306693989,0.644791667,1,0.474541752,pop
8131,2,3,1,1,0.671467764,0.306693989,-1.105208333,2,-1.525458248,pop
8132,2,5,0,0,0.338134431,-0.359972678,-1.230208333,3,0.474541752,pop
