lfdn,i,y_i,x_i,man_check_i,inv_app_mc,inv_dl_mc,inv_cat_mc,n,y_i_mc,i_name,n_name,x_i_name
8172,1,3,1,1,1.671467764,0.973360656,1.269791667,1,-1.046843177,rep,first,high
8172,2,3,1,0,1.671467764,0.973360656,1.269791667,3,-1.525458248,pop,third,high
8172,3,2,0,1,1.671467764,0.973360656,1.269791667,2,-2.967413442,brand,second,low
8173,1,2,1,1,-1.995198903,1.306693989,-0.355208333,1,-2.046843177,rep,first,high
8173,2,2,0,1,-1.995198903,1.306693989,-0.355208333,2,-2.525458248,pop,second,low
8173,3,4,0,1,-1.995198903,1.306693989,-0.355208333,3,-0.967413442,brand,third,low
8174,1,1,1,0,-0.995198903,-0.026639344,0.144791667,1,-3.046843177,rep,first,high
8174,2,1,1,0,-0.995198903,-0.026639344,0.144791667,3,-3.525458248,pop,third,high
8174,3,1,0,1,-0.995198903,-0.026639344,0.144791667,2,-3.967413442,brand,second,low
8176,1,5,1,0,-0.328532236,-0.693306011,1.269791667,3,0.953156823,rep,third,high
8176,2,3,1,0,-0.328532236,-0.693306011,1.269791667,2,-1.525458248,pop,second,high
8176,3,5,0,1,-0.328532236,-0.693306011,1.269791667,1,0.032586558,brand,first,low
8177,1,5,0,1,1.671467764,-1.693306011,1.519791667,2,0.953156823,rep,second,low
8177,2,6,0,1,1.671467764,-1.693306011,1.519791667,1,1.474541752,pop,first,low
8177,3,7,0,1,1.671467764,-1.693306011,1.519791667,3,2.032586558,brand,third,low
8178,1,3,0,1,-0.661865569,-2.026639344,-1.855208333,3,-1.046843177,rep,third,low
8178,2,6,1,1,-0.661865569,-2.026639344,-1.855208333,1,1.474541752,pop,first,high
8178,3,7,1,1,-0.661865569,-2.026639344,-1.855208333,2,2.032586558,brand,second,high
8179,1,5,1,1,0.338134431,-0.359972678,-1.855208333,2,0.953156823,rep,second,high
8179,2,3,0,0,0.338134431,-0.359972678,-1.855208333,3,-1.525458248,pop,third,low
8179,3,6,1,1,0.338134431,-0.359972678,-1.855208333,1,1.032586558,brand,first,high
8180,1,4,1,1,0.338134431,0.973360656,1.394791667,1,-0.046843177,rep,first,high
8180,2,6,1,1,0.338134431,0.973360656,1.394791667,3,1.474541752,pop,third,high
8180,3,5,1,1,0.338134431,0.973360656,1.394791667,2,0.032586558,brand,second,high
8182,1,4,0,0,1.004801097,0.973360656,-0.105208333,3,-0.046843177,rep,third,low
8182,2,5,1,0,1.004801097,0.973360656,-0.105208333,1,0.474541752,pop,first,high
8182,3,6,1,1,1.004801097,0.973360656,-0.105208333,2,1.032586558,brand,second,high
8183,1,5,0,1,0.004801097,-2.026639344,0.769791667,3,0.953156823,rep,third,low
8183,2,6,1,0,0.004801097,-2.026639344,0.769791667,1,1.474541752,pop,first,high
8183,3,7,1,1,0.004801097,-2.026639344,0.769791667,2,2.032586558,brand,second,high
8185,1,3,1,1,1.004801097,1.640027322,0.144791667,1,-1.046843177,rep,first,high
8185,2,1,0,0,1.004801097,1.640027322,0.144791667,3,-3.525458248,pop,third,low
8185,3,5,1,1,1.004801097,1.640027322,0.144791667,2,0.032586558,brand,second,high
8186,1,1,0,1,0.338134431,-1.359972678,-0.355208333,1,-3.046843177,rep,first,low
8186,2,2,1,1,0.338134431,-1.359972678,-0.355208333,2,-2.525458248,pop,second,high
8186,3,5,0,1,0.338134431,-1.359972678,-0.355208333,3,0.032586558,brand,third,low
8187,1,2,0,1,-1.661865569,0.306693989,-0.730208333,3,-2.046843177,rep,third,low
8187,2,2,1,0,-1.661865569,0.306693989,-0.730208333,2,-2.525458248,pop,second,high
8187,3,4,1,1,-1.661865569,0.306693989,-0.730208333,1,-0.967413442,brand,first,high
8188,1,4,0,1,0.671467764,-0.693306011,1.894791667,3,-0.046843177,rep,third,low
8188,2,7,0,0,0.671467764,-0.693306011,1.894791667,1,2.474541752,pop,first,low
8188,3,7,1,1,0.671467764,-0.693306011,1.894791667,2,2.032586558,brand,second,high
8189,1,2,1,1,0.338134431,1.306693989,-0.105208333,3,-2.046843177,rep,third,high
8189,2,5,0,1,0.338134431,1.306693989,-0.105208333,1,0.474541752,pop,first,low
8189,3,6,1,1,0.338134431,1.306693989,-0.105208333,2,1.032586558,brand,second,high
8190,1,5,0,1,0.671467764,-2.693306011,0.519791667,2,0.953156823,rep,second,low
8190,2,4,0,1,0.671467764,-2.693306011,0.519791667,3,-0.525458248,pop,third,low
8190,3,7,0,0,0.671467764,-2.693306011,0.519791667,1,2.032586558,brand,first,low
8191,1,2,0,1,1.338134431,1.640027322,2.019791667,2,-2.046843177,rep,second,low
8191,2,4,0,0,1.338134431,1.640027322,2.019791667,3,-0.525458248,pop,third,low
8191,3,5,0,1,1.338134431,1.640027322,2.019791667,1,0.032586558,brand,first,low
8194,1,3,0,1,0.671467764,1.973360656,1.894791667,1,-1.046843177,rep,first,low
8194,2,4,0,1,0.671467764,1.973360656,1.894791667,2,-0.525458248,pop,second,low
8194,3,5,0,0,0.671467764,1.973360656,1.894791667,3,0.032586558,brand,third,low
8195,1,6,0,0,-0.661865569,1.306693989,1.019791667,1,1.953156823,rep,first,low
8195,2,5,0,1,-0.661865569,1.306693989,1.019791667,2,0.474541752,pop,second,low
8195,3,7,1,1,-0.661865569,1.306693989,1.019791667,3,2.032586558,brand,third,high
8196,1,4,1,1,-0.661865569,-1.359972678,-0.230208333,1,-0.046843177,rep,first,high
8196,2,2,1,1,-0.661865569,-1.359972678,-0.230208333,2,-2.525458248,pop,second,high
8196,3,5,1,1,-0.661865569,-1.359972678,-0.230208333,3,0.032586558,brand,third,high
8198,1,4,0,1,0.338134431,0.306693989,0.144791667,3,-0.046843177,rep,third,low
8198,2,6,0,1,0.338134431,0.306693989,0.144791667,1,1.474541752,pop,first,low
8198,3,6,0,1,0.338134431,0.306693989,0.144791667,2,1.032586558,brand,second,low
8199,1,2,0,1,-0.328532236,2.306693989,-1.730208333,3,-2.046843177,rep,third,low
8199,2,2,1,0,-0.328532236,2.306693989,-1.730208333,2,-2.525458248,pop,second,high
8199,3,4,0,1,-0.328532236,2.306693989,-1.730208333,1,-0.967413442,brand,first,low
8200,1,4,0,0,0.338134431,2.306693989,-4.480208333,2,-0.046843177,rep,second,low
8200,2,5,1,0,0.338134431,2.306693989,-4.480208333,1,0.474541752,pop,first,high
8200,3,4,1,0,0.338134431,2.306693989,-4.480208333,3,-0.967413442,brand,third,high
8201,1,2,0,1,-1.328532236,0.973360656,0.519791667,3,-2.046843177,rep,third,low
8201,2,4,0,1,-1.328532236,0.973360656,0.519791667,2,-0.525458248,pop,second,low
8201,3,7,1,1,-1.328532236,0.973360656,0.519791667,1,2.032586558,brand,first,high
8202,1,5,1,1,-1.328532236,-0.026639344,-0.355208333,2,0.953156823,rep,second,high
8202,2,5,1,1,-1.328532236,-0.026639344,-0.355208333,3,0.474541752,pop,third,high
8202,3,5,0,0,-1.328532236,-0.026639344,-0.355208333,1,0.032586558,brand,first,low
8203,1,3,1,0,-0.328532236,-1.026639344,-1.980208333,2,-1.046843177,rep,second,high
8203,2,5,1,0,-0.328532236,-1.026639344,-1.980208333,1,0.474541752,pop,first,high
8203,3,6,0,1,-0.328532236,-1.026639344,-1.980208333,3,1.032586558,brand,third,low
8205,1,6,0,1,1.004801097,-0.026639344,0.019791667,1,1.953156823,rep,first,low
8205,2,4,0,1,1.004801097,-0.026639344,0.019791667,3,-0.525458248,pop,third,low
8205,3,7,1,1,1.004801097,-0.026639344,0.019791667,2,2.032586558,brand,second,high
8206,1,5,1,1,0.338134431,-0.693306011,-0.355208333,1,0.953156823,rep,first,high
8206,2,4,1,1,0.338134431,-0.693306011,-0.355208333,3,-0.525458248,pop,third,high
8206,3,4,1,1,0.338134431,-0.693306011,-0.355208333,2,-0.967413442,brand,second,high
8207,1,7,1,1,0.338134431,-0.026639344,-0.230208333,3,2.953156823,rep,third,high
8207,2,6,0,1,0.338134431,-0.026639344,-0.230208333,1,1.474541752,pop,first,low
8207,3,7,0,1,0.338134431,-0.026639344,-0.230208333,2,2.032586558,brand,second,low
8208,1,1,0,1,1.338134431,-0.359972678,-0.230208333,3,-3.046843177,rep,third,low
8208,2,4,0,0,1.338134431,-0.359972678,-0.230208333,1,-0.525458248,pop,first,low
8208,3,4,1,1,1.338134431,-0.359972678,-0.230208333,2,-0.967413442,brand,second,high
8209,1,2,0,1,0.671467764,-0.026639344,0.894791667,2,-2.046843177,rep,second,low
8209,2,2,0,1,0.671467764,-0.026639344,0.894791667,1,-2.525458248,pop,first,low
8209,3,6,1,1,0.671467764,-0.026639344,0.894791667,3,1.032586558,brand,third,high
8210,1,5,0,1,-0.328532236,0.306693989,-0.230208333,1,0.953156823,rep,first,low
8210,2,3,0,1,-0.328532236,0.306693989,-0.230208333,3,-1.525458248,pop,third,low
8210,3,5,0,1,-0.328532236,0.306693989,-0.230208333,2,0.032586558,brand,second,low
8211,1,2,1,1,-0.661865569,-1.693306011,-0.730208333,1,-2.046843177,rep,first,high
8211,2,2,1,1,-0.661865569,-1.693306011,-0.730208333,2,-2.525458248,pop,second,high
8211,3,2,0,1,-0.661865569,-1.693306011,-0.730208333,3,-2.967413442,brand,third,low
8212,1,6,1,1,-0.328532236,-1.693306011,0.019791667,1,1.953156823,rep,first,high
8212,2,3,0,1,-0.328532236,-1.693306011,0.019791667,3,-1.525458248,pop,third,low
8212,3,6,1,0,-0.328532236,-1.693306011,0.019791667,2,1.032586558,brand,second,high
8213,1,5,1,0,-0.661865569,-1.359972678,-0.855208333,2,0.953156823,rep,second,high
8213,2,4,0,1,-0.661865569,-1.359972678,-0.855208333,1,-0.525458248,pop,first,low
8213,3,6,0,1,-0.661865569,-1.359972678,-0.855208333,3,1.032586558,brand,third,low
8214,1,5,1,1,1.671467764,-2.693306011,1.644791667,3,0.953156823,rep,third,high
8214,2,7,0,0,1.671467764,-2.693306011,1.644791667,1,2.474541752,pop,first,low
8214,3,7,1,1,1.671467764,-2.693306011,1.644791667,2,2.032586558,brand,second,high
8215,1,3,0,1,0.671467764,-1.026639344,-0.105208333,3,-1.046843177,rep,third,low
8215,2,5,1,1,0.671467764,-1.026639344,-0.105208333,2,0.474541752,pop,second,high
8215,3,4,0,0,0.671467764,-1.026639344,-0.105208333,1,-0.967413442,brand,first,low
8216,1,5,1,0,1.004801097,-1.026639344,0.519791667,3,0.953156823,rep,third,high
8216,2,3,0,1,1.004801097,-1.026639344,0.519791667,1,-1.525458248,pop,first,low
8216,3,5,1,1,1.004801097,-1.026639344,0.519791667,2,0.032586558,brand,second,high
8217,1,7,1,0,1.671467764,0.306693989,1.019791667,3,2.953156823,rep,third,high
8217,2,7,1,1,1.671467764,0.306693989,1.019791667,1,2.474541752,pop,first,high
8217,3,7,0,1,1.671467764,0.306693989,1.019791667,2,2.032586558,brand,second,low
8219,1,5,0,1,-0.995198903,-1.026639344,-0.105208333,1,0.953156823,rep,first,low
8219,2,4,1,0,-0.995198903,-1.026639344,-0.105208333,2,-0.525458248,pop,second,high
8219,3,4,1,0,-0.995198903,-1.026639344,-0.105208333,3,-0.967413442,brand,third,high
8220,1,6,1,1,1.338134431,0.306693989,2.144791667,2,1.953156823,rep,second,high
8220,2,5,0,0,1.338134431,0.306693989,2.144791667,3,0.474541752,pop,third,low
8220,3,5,0,1,1.338134431,0.306693989,2.144791667,1,0.032586558,brand,first,low
8221,1,2,1,1,-5.328532236,-0.026639344,-1.480208333,1,-2.046843177,rep,first,high
8221,2,5,0,0,-5.328532236,-0.026639344,-1.480208333,3,0.474541752,pop,third,low
8221,3,3,1,0,-5.328532236,-0.026639344,-1.480208333,2,-1.967413442,brand,second,high
8222,1,4,1,0,0.671467764,0.640027322,0.269791667,3,-0.046843177,rep,third,high
8222,2,6,1,1,0.671467764,0.640027322,0.269791667,1,1.474541752,pop,first,high
8222,3,4,0,1,0.671467764,0.640027322,0.269791667,2,-0.967413442,brand,second,low
8223,1,6,1,1,0.004801097,-1.026639344,-0.230208333,2,1.953156823,rep,second,high
8223,2,3,1,1,0.004801097,-1.026639344,-0.230208333,3,-1.525458248,pop,third,high
8223,3,3,1,1,0.004801097,-1.026639344,-0.230208333,1,-1.967413442,brand,first,high
8224,1,1,0,0,-0.661865569,1.306693989,1.894791667,2,-3.046843177,rep,second,low
8224,2,1,0,0,-0.661865569,1.306693989,1.894791667,3,-3.525458248,pop,third,low
8224,3,1,0,1,-0.661865569,1.306693989,1.894791667,1,-3.967413442,brand,first,low
8225,1,6,1,1,-1.328532236,-2.693306011,0.519791667,3,1.953156823,rep,third,high
8225,2,7,0,0,-1.328532236,-2.693306011,0.519791667,1,2.474541752,pop,first,low
8225,3,5,0,1,-1.328532236,-2.693306011,0.519791667,2,0.032586558,brand,second,low
8226,1,2,0,1,0.671467764,0.640027322,0.144791667,3,-2.046843177,rep,third,low
8226,2,5,1,1,0.671467764,0.640027322,0.144791667,1,0.474541752,pop,first,high
8226,3,6,1,1,0.671467764,0.640027322,0.144791667,2,1.032586558,brand,second,high
8227,1,3,0,1,0.671467764,-2.359972678,-1.605208333,1,-1.046843177,rep,first,low
8227,2,4,0,1,0.671467764,-2.359972678,-1.605208333,2,-0.525458248,pop,second,low
8227,3,6,1,1,0.671467764,-2.359972678,-1.605208333,3,1.032586558,brand,third,high
8228,1,6,1,1,-1.328532236,1.973360656,0.769791667,1,1.953156823,rep,first,high
8228,2,4,1,0,-1.328532236,1.973360656,0.769791667,3,-0.525458248,pop,third,high
8228,3,3,0,1,-1.328532236,1.973360656,0.769791667,2,-1.967413442,brand,second,low
8229,1,5,1,1,0.004801097,-1.359972678,-1.105208333,3,0.953156823,rep,third,high
8229,2,5,0,1,0.004801097,-1.359972678,-1.105208333,1,0.474541752,pop,first,low
8229,3,7,1,1,0.004801097,-1.359972678,-1.105208333,2,2.032586558,brand,second,high
8230,1,5,1,1,1.004801097,0.640027322,1.019791667,1,0.953156823,rep,first,high
8230,2,5,1,0,1.004801097,0.640027322,1.019791667,2,0.474541752,pop,second,high
8230,3,3,0,1,1.004801097,0.640027322,1.019791667,3,-1.967413442,brand,third,low
8231,1,2,1,1,0.004801097,-0.026639344,0.019791667,2,-2.046843177,rep,second,high
8231,2,2,0,1,0.004801097,-0.026639344,0.019791667,3,-2.525458248,pop,third,low
8231,3,2,0,1,0.004801097,-0.026639344,0.019791667,1,-2.967413442,brand,first,low
8232,1,2,0,1,-1.661865569,-0.359972678,0.769791667,3,-2.046843177,rep,third,low
8232,2,3,0,1,-1.661865569,-0.359972678,0.769791667,1,-1.525458248,pop,first,low
8232,3,5,0,0,-1.661865569,-0.359972678,0.769791667,2,0.032586558,brand,second,low
8233,1,4,0,0,1.671467764,0.306693989,0.269791667,2,-0.046843177,rep,second,low
8233,2,5,0,0,1.671467764,0.306693989,0.269791667,1,0.474541752,pop,first,low
8233,3,7,1,1,1.671467764,0.306693989,0.269791667,3,2.032586558,brand,third,high
8234,1,3,0,0,1.671467764,2.306693989,-1.480208333,2,-1.046843177,rep,second,low
8234,2,4,1,0,1.671467764,2.306693989,-1.480208333,3,-0.525458248,pop,third,high
8234,3,3,1,1,1.671467764,2.306693989,-1.480208333,1,-1.967413442,brand,first,high
8236,1,4,0,0,1.004801097,-1.693306011,-0.730208333,1,-0.046843177,rep,first,low
8236,2,4,0,1,1.004801097,-1.693306011,-0.730208333,2,-0.525458248,pop,second,low
8236,3,6,1,1,1.004801097,-1.693306011,-0.730208333,3,1.032586558,brand,third,high
8237,1,1,0,1,0.338134431,-1.026639344,0.269791667,3,-3.046843177,rep,third,low
8237,2,3,1,1,0.338134431,-1.026639344,0.269791667,1,-1.525458248,pop,first,high
8237,3,1,0,1,0.338134431,-1.026639344,0.269791667,2,-3.967413442,brand,second,low
8238,1,5,1,0,-0.661865569,0.306693989,-0.355208333,1,0.953156823,rep,first,high
8238,2,4,1,0,-0.661865569,0.306693989,-0.355208333,3,-0.525458248,pop,third,high
8238,3,5,0,1,-0.661865569,0.306693989,-0.355208333,2,0.032586558,brand,second,low
8239,1,4,0,0,1.004801097,0.973360656,1.269791667,2,-0.046843177,rep,second,low
8239,2,4,0,0,1.004801097,0.973360656,1.269791667,1,-0.525458248,pop,first,low
8239,3,5,0,1,1.004801097,0.973360656,1.269791667,3,0.032586558,brand,third,low
8240,1,5,1,1,0.338134431,2.306693989,0.144791667,1,0.953156823,rep,first,high
8240,2,5,1,0,0.338134431,2.306693989,0.144791667,3,0.474541752,pop,third,high
8240,3,5,1,1,0.338134431,2.306693989,0.144791667,2,0.032586558,brand,second,high
8241,1,3,0,1,-0.661865569,-0.359972678,-4.480208333,3,-1.046843177,rep,third,low
8241,2,6,1,1,-0.661865569,-0.359972678,-4.480208333,1,1.474541752,pop,first,high
8241,3,4,0,1,-0.661865569,-0.359972678,-4.480208333,2,-0.967413442,brand,second,low
8243,1,7,0,1,-2.328532236,1.306693989,0.394791667,2,2.953156823,rep,second,low
8243,2,7,1,0,-2.328532236,1.306693989,0.394791667,1,2.474541752,pop,first,high
8243,3,4,0,1,-2.328532236,1.306693989,0.394791667,3,-0.967413442,brand,third,low
8244,1,5,1,1,-1.328532236,-0.026639344,-0.980208333,2,0.953156823,rep,second,high
8244,2,6,1,1,-1.328532236,-0.026639344,-0.980208333,3,1.474541752,pop,third,high
8244,3,6,1,0,-1.328532236,-0.026639344,-0.980208333,1,1.032586558,brand,first,high
8245,1,4,1,0,-0.995198903,-1.359972678,0.144791667,1,-0.046843177,rep,first,high
8245,2,3,1,1,-0.995198903,-1.359972678,0.144791667,2,-1.525458248,pop,second,high
8245,3,6,1,0,-0.995198903,-1.359972678,0.144791667,3,1.032586558,brand,third,high
8246,1,7,1,1,1.004801097,0.640027322,-4.480208333,1,2.953156823,rep,first,high
8246,2,7,0,1,1.004801097,0.640027322,-4.480208333,3,2.474541752,pop,third,low
8246,3,7,1,1,1.004801097,0.640027322,-4.480208333,2,2.032586558,brand,second,high
8247,1,5,1,1,1.338134431,1.306693989,0.894791667,2,0.953156823,rep,second,high
8247,2,7,0,0,1.338134431,1.306693989,0.894791667,3,2.474541752,pop,third,low
8247,3,6,0,1,1.338134431,1.306693989,0.894791667,1,1.032586558,brand,first,low
8248,1,1,0,1,1.671467764,1.640027322,2.394791667,2,-3.046843177,rep,second,low
8248,2,5,1,1,1.671467764,1.640027322,2.394791667,1,0.474541752,pop,first,high
8248,3,6,1,0,1.671467764,1.640027322,2.394791667,3,1.032586558,brand,third,high
8249,1,7,0,0,-0.661865569,-0.359972678,1.144791667,3,2.953156823,rep,third,low
8249,2,4,0,1,-0.661865569,-0.359972678,1.144791667,1,-0.525458248,pop,first,low
8249,3,7,1,1,-0.661865569,-0.359972678,1.144791667,2,2.032586558,brand,second,high
8250,1,6,0,0,0.338134431,-2.359972678,-0.355208333,1,1.953156823,rep,first,low
8250,2,4,1,1,0.338134431,-2.359972678,-0.355208333,3,-0.525458248,pop,third,high
8250,3,7,1,1,0.338134431,-2.359972678,-0.355208333,2,2.032586558,brand,second,high
8251,1,2,0,1,1.004801097,-2.026639344,-0.855208333,3,-2.046843177,rep,third,low
8251,2,3,1,1,1.004801097,-2.026639344,-0.855208333,1,-1.525458248,pop,first,high
8251,3,3,0,1,1.004801097,-2.026639344,-0.855208333,2,-1.967413442,brand,second,low
8252,1,4,1,1,-1.328532236,1.306693989,-0.605208333,1,-0.046843177,rep,first,high
8252,2,4,1,0,-1.328532236,1.306693989,-0.605208333,2,-0.525458248,pop,second,high
8252,3,4,1,1,-1.328532236,1.306693989,-0.605208333,3,-0.967413442,brand,third,high
8253,1,6,0,0,-2.328532236,-0.026639344,0.019791667,2,1.953156823,rep,second,low
8253,2,6,1,1,-2.328532236,-0.026639344,0.019791667,1,1.474541752,pop,first,high
8253,3,5,1,0,-2.328532236,-0.026639344,0.019791667,3,0.032586558,brand,third,high
8254,1,2,1,1,1.338134431,-0.359972678,-3.105208333,3,-2.046843177,rep,third,high
8254,2,3,1,1,1.338134431,-0.359972678,-3.105208333,2,-1.525458248,pop,second,high
8254,3,2,0,1,1.338134431,-0.359972678,-3.105208333,1,-2.967413442,brand,first,low
8255,1,5,0,1,-0.328532236,-0.026639344,0.144791667,2,0.953156823,rep,second,low
8255,2,6,1,1,-0.328532236,-0.026639344,0.144791667,3,1.474541752,pop,third,high
8255,3,5,1,0,-0.328532236,-0.026639344,0.144791667,1,0.032586558,brand,first,high
8256,1,7,0,0,-1.661865569,-0.693306011,-0.480208333,3,2.953156823,rep,third,low
8256,2,4,0,0,-1.661865569,-0.693306011,-0.480208333,1,-0.525458248,pop,first,low
8256,3,4,1,1,-1.661865569,-0.693306011,-0.480208333,2,-0.967413442,brand,second,high
8257,1,4,0,0,0.004801097,0.973360656,1.019791667,2,-0.046843177,rep,second,low
8257,2,6,1,1,0.004801097,0.973360656,1.019791667,1,1.474541752,pop,first,high
8257,3,6,1,1,0.004801097,0.973360656,1.019791667,3,1.032586558,brand,third,high
8259,1,2,0,0,0.338134431,1.973360656,-1.355208333,1,-2.046843177,rep,first,low
8259,2,5,1,1,0.338134431,1.973360656,-1.355208333,2,0.474541752,pop,second,high
8259,3,4,0,1,0.338134431,1.973360656,-1.355208333,3,-0.967413442,brand,third,low
8260,1,2,0,1,0.338134431,-0.359972678,-2.730208333,3,-2.046843177,rep,third,low
8260,2,5,0,0,0.338134431,-0.359972678,-2.730208333,1,0.474541752,pop,first,low
8260,3,5,0,1,0.338134431,-0.359972678,-2.730208333,2,0.032586558,brand,second,low
8261,1,6,0,1,-0.328532236,0.306693989,0.894791667,2,1.953156823,rep,second,low
8261,2,4,0,1,-0.328532236,0.306693989,0.894791667,3,-0.525458248,pop,third,low
8261,3,5,0,1,-0.328532236,0.306693989,0.894791667,1,0.032586558,brand,first,low
8262,1,5,1,1,-1.661865569,-0.693306011,-0.105208333,2,0.953156823,rep,second,high
8262,2,5,1,1,-1.661865569,-0.693306011,-0.105208333,3,0.474541752,pop,third,high
8262,3,5,0,0,-1.661865569,-0.693306011,-0.105208333,1,0.032586558,brand,first,low
8263,1,4,1,1,0.671467764,-1.359972678,-0.480208333,3,-0.046843177,rep,third,high
8263,2,5,0,1,0.671467764,-1.359972678,-0.480208333,2,0.474541752,pop,second,low
8263,3,7,1,1,0.671467764,-1.359972678,-0.480208333,1,2.032586558,brand,first,high
8264,1,5,1,1,1.671467764,2.306693989,1.394791667,1,0.953156823,rep,first,high
8264,2,6,0,1,1.671467764,2.306693989,1.394791667,3,1.474541752,pop,third,low
8264,3,6,1,1,1.671467764,2.306693989,1.394791667,2,1.032586558,brand,second,high
8265,1,4,0,0,-1.995198903,1.306693989,-0.355208333,3,-0.046843177,rep,third,low
8265,2,4,1,0,-1.995198903,1.306693989,-0.355208333,2,-0.525458248,pop,second,high
8265,3,4,0,1,-1.995198903,1.306693989,-0.355208333,1,-0.967413442,brand,first,low
8266,1,6,0,1,-3.661865569,-0.693306011,0.144791667,1,1.953156823,rep,first,low
8266,2,5,1,1,-3.661865569,-0.693306011,0.144791667,2,0.474541752,pop,second,high
8266,3,5,0,0,-3.661865569,-0.693306011,0.144791667,3,0.032586558,brand,third,low
8267,1,2,0,1,0.338134431,1.640027322,-4.480208333,2,-2.046843177,rep,second,low
8267,2,3,0,0,0.338134431,1.640027322,-4.480208333,3,-1.525458248,pop,third,low
8267,3,3,0,0,0.338134431,1.640027322,-4.480208333,1,-1.967413442,brand,first,low
8268,1,2,0,1,1.338134431,0.306693989,-0.355208333,3,-2.046843177,rep,third,low
8268,2,5,0,0,1.338134431,0.306693989,-0.355208333,2,0.474541752,pop,second,low
8268,3,5,0,1,1.338134431,0.306693989,-0.355208333,1,0.032586558,brand,first,low
8269,1,3,1,1,1.004801097,1.640027322,0.019791667,2,-1.046843177,rep,second,high
8269,2,4,1,0,1.004801097,1.640027322,0.019791667,1,-0.525458248,pop,first,high
8269,3,3,0,1,1.004801097,1.640027322,0.019791667,3,-1.967413442,brand,third,low
8270,1,4,0,1,1.004801097,0.306693989,-0.730208333,2,-0.046843177,rep,second,low
8270,2,5,1,0,1.004801097,0.306693989,-0.730208333,3,0.474541752,pop,third,high
8270,3,6,1,1,1.004801097,0.306693989,-0.730208333,1,1.032586558,brand,first,high
8271,1,1,0,1,0.671467764,2.306693989,2.519791667,3,-3.046843177,rep,third,low
8271,2,6,1,1,0.671467764,2.306693989,2.519791667,1,1.474541752,pop,first,high
8271,3,2,1,1,0.671467764,2.306693989,2.519791667,2,-2.967413442,brand,second,high
8272,1,4,1,1,0.338134431,-3.693306011,-0.355208333,2,-0.046843177,rep,second,high
8272,2,4,1,1,0.338134431,-3.693306011,-0.355208333,1,-0.525458248,pop,first,high
8272,3,4,0,1,0.338134431,-3.693306011,-0.355208333,3,-0.967413442,brand,third,low
8273,1,5,1,0,0.338134431,0.306693989,0.019791667,2,0.953156823,rep,second,high
8273,2,5,1,0,0.338134431,0.306693989,0.019791667,1,0.474541752,pop,first,high
8273,3,6,1,1,0.338134431,0.306693989,0.019791667,3,1.032586558,brand,third,high
8274,1,5,0,1,-1.661865569,-0.026639344,0.894791667,1,0.953156823,rep,first,low
8274,2,4,1,1,-1.661865569,-0.026639344,0.894791667,3,-0.525458248,pop,third,high
8274,3,6,1,0,-1.661865569,-0.026639344,0.894791667,2,1.032586558,brand,second,high
8275,1,4,0,1,1.004801097,1.306693989,1.644791667,1,-0.046843177,rep,first,low
8275,2,5,0,0,1.004801097,1.306693989,1.644791667,2,0.474541752,pop,second,low
8275,3,7,0,1,1.004801097,1.306693989,1.644791667,3,2.032586558,brand,third,low
8276,1,5,1,1,0.338134431,0.306693989,-1.105208333,3,0.953156823,rep,third,high
8276,2,4,0,1,0.338134431,0.306693989,-1.105208333,2,-0.525458248,pop,second,low
8276,3,5,1,1,0.338134431,0.306693989,-1.105208333,1,0.032586558,brand,first,high
8278,1,4,0,1,1.004801097,-0.359972678,-4.480208333,2,-0.046843177,rep,second,low
8278,2,4,1,1,1.004801097,-0.359972678,-4.480208333,3,-0.525458248,pop,third,high
8278,3,4,0,0,1.004801097,-0.359972678,-4.480208333,1,-0.967413442,brand,first,low
8279,1,2,0,1,0.338134431,-1.026639344,-0.230208333,3,-2.046843177,rep,third,low
8279,2,6,0,1,0.338134431,-1.026639344,-0.230208333,2,1.474541752,pop,second,low
8279,3,5,0,1,0.338134431,-1.026639344,-0.230208333,1,0.032586558,brand,first,low
8281,1,4,0,1,-1.328532236,0.640027322,0.394791667,1,-0.046843177,rep,first,low
8281,2,6,0,1,-1.328532236,0.640027322,0.394791667,2,1.474541752,pop,second,low
8281,3,7,1,1,-1.328532236,0.640027322,0.394791667,3,2.032586558,brand,third,high
8282,1,3,0,1,0.004801097,-1.026639344,-1.730208333,3,-1.046843177,rep,third,low
8282,2,4,0,1,0.004801097,-1.026639344,-1.730208333,2,-0.525458248,pop,second,low
8282,3,5,1,1,0.004801097,-1.026639344,-1.730208333,1,0.032586558,brand,first,high
8283,1,4,1,1,-0.661865569,-1.026639344,-1.105208333,3,-0.046843177,rep,third,high
8283,2,4,1,1,-0.661865569,-1.026639344,-1.105208333,1,-0.525458248,pop,first,high
8283,3,4,0,0,-0.661865569,-1.026639344,-1.105208333,2,-0.967413442,brand,second,low
8284,1,2,0,1,-1.328532236,1.306693989,-0.480208333,1,-2.046843177,rep,first,low
8284,2,4,0,0,-1.328532236,1.306693989,-0.480208333,2,-0.525458248,pop,second,low
8284,3,5,1,1,-1.328532236,1.306693989,-0.480208333,3,0.032586558,brand,third,high
8285,1,6,0,1,0.671467764,2.306693989,-0.480208333,2,1.953156823,rep,second,low
8285,2,5,0,0,0.671467764,2.306693989,-0.480208333,1,0.474541752,pop,first,low
8285,3,2,0,1,0.671467764,2.306693989,-0.480208333,3,-2.967413442,brand,third,low
