lfdn,i,y_i,x_i,man_check_i,inv_app_mc,inv_dl_mc,inv_cat_mc,n,y_i_mc,i_name,n_name,x_i_name
8056,2,6,1,1,0.004801097,1.640027322,1.269791667,1,1.474541752,pop,first,high
8056,3,6,0,0,0.004801097,1.640027322,1.269791667,2,1.032586558,brand,second,low
8057,1,2,1,1,-0.661865569,1.640027322,-1.355208333,2,-2.046843177,rep,second,high
8057,2,2,0,1,-0.661865569,1.640027322,-1.355208333,3,-2.525458248,pop,third,low
8057,3,2,0,0,-0.661865569,1.640027322,-1.355208333,1,-2.967413442,brand,first,low
8058,1,6,1,0,0.671467764,2.306693989,-0.855208333,1,1.953156823,rep,first,high
8058,2,2,1,1,0.671467764,2.306693989,-0.855208333,3,-2.525458248,pop,third,high
8058,3,5,1,1,0.671467764,2.306693989,-0.855208333,2,0.032586558,brand,second,high
8059,1,2,1,1,0.004801097,-1.359972678,0.019791667,1,-2.046843177,rep,first,high
8059,2,4,0,1,0.004801097,-1.359972678,0.019791667,2,-0.525458248,pop,second,low
8059,3,3,0,1,0.004801097,-1.359972678,0.019791667,3,-1.967413442,brand,third,low
8060,1,1,1,0,-0.995198903,-1.359972678,-1.605208333,2,-3.046843177,rep,second,high
8060,2,1,0,0,-0.995198903,-1.359972678,-1.605208333,1,-3.525458248,pop,first,low
8060,3,6,1,1,-0.995198903,-1.359972678,-1.605208333,3,1.032586558,brand,third,high
8061,1,2,1,1,0.338134431,-0.026639344,-0.230208333,1,-2.046843177,rep,first,high
8061,2,2,1,1,0.338134431,-0.026639344,-0.230208333,2,-2.525458248,pop,second,high
8061,3,2,0,1,0.338134431,-0.026639344,-0.230208333,3,-2.967413442,brand,third,low
8062,1,2,0,1,-0.661865569,-1.026639344,0.019791667,2,-2.046843177,rep,second,low
8062,2,5,0,1,-0.661865569,-1.026639344,0.019791667,1,0.474541752,pop,first,low
8062,3,7,1,1,-0.661865569,-1.026639344,0.019791667,3,2.032586558,brand,third,high
8064,1,2,0,1,0.671467764,-1.026639344,0.644791667,2,-2.046843177,rep,second,low
8064,2,6,1,1,0.671467764,-1.026639344,0.644791667,1,1.474541752,pop,first,high
8064,3,7,1,1,0.671467764,-1.026639344,0.644791667,3,2.032586558,brand,third,high
8065,1,4,0,0,1.338134431,-1.693306011,-1.105208333,3,-0.046843177,rep,third,low
8065,2,6,1,1,1.338134431,-1.693306011,-1.105208333,1,1.474541752,pop,first,high
8065,3,3,0,1,1.338134431,-1.693306011,-1.105208333,2,-1.967413442,brand,second,low
8066,1,5,1,1,0.338134431,0.640027322,0.894791667,2,0.953156823,rep,second,high
8066,2,4,1,1,0.338134431,0.640027322,0.894791667,1,-0.525458248,pop,first,high
8066,3,7,0,1,0.338134431,0.640027322,0.894791667,3,2.032586558,brand,third,low
8067,1,3,0,0,1.004801097,0.306693989,-0.605208333,1,-1.046843177,rep,first,low
8067,2,3,0,0,1.004801097,0.306693989,-0.605208333,3,-1.525458248,pop,third,low
8067,3,3,0,0,1.004801097,0.306693989,-0.605208333,2,-1.967413442,brand,second,low
8069,1,3,0,1,0.004801097,0.973360656,-0.480208333,1,-1.046843177,rep,first,low
8069,2,4,1,0,0.004801097,0.973360656,-0.480208333,2,-0.525458248,pop,second,high
8069,3,6,1,1,0.004801097,0.973360656,-0.480208333,3,1.032586558,brand,third,high
8070,1,2,1,1,-1.661865569,-0.026639344,-0.230208333,3,-2.046843177,rep,third,high
8070,2,6,0,1,-1.661865569,-0.026639344,-0.230208333,1,1.474541752,pop,first,low
8070,3,4,0,0,-1.661865569,-0.026639344,-0.230208333,2,-0.967413442,brand,second,low
8071,1,3,0,0,-0.995198903,-1.026639344,-0.480208333,2,-1.046843177,rep,second,low
8071,2,4,1,0,-0.995198903,-1.026639344,-0.480208333,3,-0.525458248,pop,third,high
8071,3,7,1,1,-0.995198903,-1.026639344,-0.480208333,1,2.032586558,brand,first,high
8072,1,4,0,0,-1.328532236,0.306693989,-0.105208333,3,-0.046843177,rep,third,low
8072,2,5,0,1,-1.328532236,0.306693989,-0.105208333,2,0.474541752,pop,second,low
8072,3,5,1,1,-1.328532236,0.306693989,-0.105208333,1,0.032586558,brand,first,high
8073,1,3,1,1,1.004801097,-1.359972678,0.144791667,2,-1.046843177,rep,second,high
8073,2,5,0,0,1.004801097,-1.359972678,0.144791667,3,0.474541752,pop,third,low
8073,3,3,0,0,1.004801097,-1.359972678,0.144791667,1,-1.967413442,brand,first,low
8074,1,2,1,0,-2.995198903,-1.693306011,1.644791667,1,-2.046843177,rep,first,high
8074,2,2,1,0,-2.995198903,-1.693306011,1.644791667,3,-2.525458248,pop,third,high
8074,3,3,0,0,-2.995198903,-1.693306011,1.644791667,2,-1.967413442,brand,second,low
8075,1,2,0,1,0.671467764,0.306693989,0.644791667,2,-2.046843177,rep,second,low
8075,2,4,1,1,0.671467764,0.306693989,0.644791667,3,-0.525458248,pop,third,high
8075,3,2,0,1,0.671467764,0.306693989,0.644791667,1,-2.967413442,brand,first,low
8076,1,1,0,1,-0.328532236,-0.693306011,-0.980208333,2,-3.046843177,rep,second,low
8076,2,4,1,0,-0.328532236,-0.693306011,-0.980208333,1,-0.525458248,pop,first,high
8076,3,3,0,1,-0.328532236,-0.693306011,-0.980208333,3,-1.967413442,brand,third,low
8077,1,5,1,1,0.671467764,1.306693989,0.269791667,2,0.953156823,rep,second,high
8077,2,7,0,1,0.671467764,1.306693989,0.269791667,1,2.474541752,pop,first,low
8077,3,7,1,1,0.671467764,1.306693989,0.269791667,3,2.032586558,brand,third,high
8078,1,3,0,1,0.671467764,0.306693989,1.894791667,3,-1.046843177,rep,third,low
8078,2,5,0,1,0.671467764,0.306693989,1.894791667,1,0.474541752,pop,first,low
8078,3,6,0,0,0.671467764,0.306693989,1.894791667,2,1.032586558,brand,second,low
8080,1,3,1,1,0.671467764,0.306693989,0.894791667,2,-1.046843177,rep,second,high
8080,2,1,1,1,0.671467764,0.306693989,0.894791667,1,-3.525458248,pop,first,high
8080,3,5,0,1,0.671467764,0.306693989,0.894791667,3,0.032586558,brand,third,low
8081,1,3,1,1,-0.661865569,-0.693306011,0.269791667,3,-1.046843177,rep,third,high
8081,2,3,1,0,-0.661865569,-0.693306011,0.269791667,2,-1.525458248,pop,second,high
8081,3,5,1,1,-0.661865569,-0.693306011,0.269791667,1,0.032586558,brand,first,high
8083,1,7,1,1,0.671467764,-3.693306011,0.019791667,3,2.953156823,rep,third,high
8083,2,7,1,1,0.671467764,-3.693306011,0.019791667,2,2.474541752,pop,second,high
8083,3,7,1,0,0.671467764,-3.693306011,0.019791667,1,2.032586558,brand,first,high
8084,1,2,1,1,1.004801097,1.640027322,-0.730208333,3,-2.046843177,rep,third,high
8084,2,1,0,1,1.004801097,1.640027322,-0.730208333,2,-3.525458248,pop,second,low
8084,3,1,0,1,1.004801097,1.640027322,-0.730208333,1,-3.967413442,brand,first,low
8085,1,5,0,1,0.671467764,0.640027322,-0.355208333,3,0.953156823,rep,third,low
8085,2,7,0,1,0.671467764,0.640027322,-0.355208333,1,2.474541752,pop,first,low
8085,3,6,0,0,0.671467764,0.640027322,-0.355208333,2,1.032586558,brand,second,low
8086,1,2,0,1,1.004801097,0.973360656,1.144791667,1,-2.046843177,rep,first,low
8086,2,5,1,1,1.004801097,0.973360656,1.144791667,2,0.474541752,pop,second,high
8086,3,2,0,0,1.004801097,0.973360656,1.144791667,3,-2.967413442,brand,third,low
8087,1,5,1,1,-0.661865569,-0.693306011,0.019791667,3,0.953156823,rep,third,high
8087,2,5,1,0,-0.661865569,-0.693306011,0.019791667,1,0.474541752,pop,first,high
8087,3,6,1,1,-0.661865569,-0.693306011,0.019791667,2,1.032586558,brand,second,high
8088,1,6,1,0,1.004801097,1.306693989,-0.355208333,1,1.953156823,rep,first,high
8088,2,3,1,0,1.004801097,1.306693989,-0.355208333,3,-1.525458248,pop,third,high
8088,3,4,0,1,1.004801097,1.306693989,-0.355208333,2,-0.967413442,brand,second,low
8089,1,5,1,0,-1.328532236,-0.359972678,1.894791667,1,0.953156823,rep,first,high
8089,2,6,0,0,-1.328532236,-0.359972678,1.894791667,3,1.474541752,pop,third,low
8089,3,7,1,1,-1.328532236,-0.359972678,1.894791667,2,2.032586558,brand,second,high
8090,1,1,1,1,0.004801097,0.973360656,1.519791667,1,-3.046843177,rep,first,high
8090,2,2,1,0,0.004801097,0.973360656,1.519791667,2,-2.525458248,pop,second,high
8090,3,5,1,1,0.004801097,0.973360656,1.519791667,3,0.032586558,brand,third,high
8091,1,6,1,1,-1.328532236,-1.359972678,0.644791667,1,1.953156823,rep,first,high
8091,2,5,1,1,-1.328532236,-1.359972678,0.644791667,3,0.474541752,pop,third,high
8091,3,3,0,1,-1.328532236,-1.359972678,0.644791667,2,-1.967413442,brand,second,low
8092,1,5,0,0,-2.328532236,-1.026639344,0.394791667,3,0.953156823,rep,third,low
8092,2,4,0,1,-2.328532236,-1.026639344,0.394791667,2,-0.525458248,pop,second,low
8092,3,3,0,1,-2.328532236,-1.026639344,0.394791667,1,-1.967413442,brand,first,low
8093,1,6,1,1,0.338134431,-0.693306011,0.644791667,3,1.953156823,rep,third,high
8093,2,7,1,1,0.338134431,-0.693306011,0.644791667,1,2.474541752,pop,first,high
8093,3,7,1,1,0.338134431,-0.693306011,0.644791667,2,2.032586558,brand,second,high
8094,1,5,1,1,-1.995198903,-0.026639344,1.519791667,2,0.953156823,rep,second,high
8094,2,5,1,1,-1.995198903,-0.026639344,1.519791667,1,0.474541752,pop,first,high
8094,3,5,0,0,-1.995198903,-0.026639344,1.519791667,3,0.032586558,brand,third,low
8095,1,4,1,1,-0.328532236,-0.026639344,-1.480208333,3,-0.046843177,rep,third,high
8095,2,2,1,1,-0.328532236,-0.026639344,-1.480208333,1,-2.525458248,pop,first,high
8095,3,6,0,0,-0.328532236,-0.026639344,-1.480208333,2,1.032586558,brand,second,low
8096,1,2,0,1,0.004801097,0.640027322,-1.855208333,2,-2.046843177,rep,second,low
8096,2,3,1,1,0.004801097,0.640027322,-1.855208333,1,-1.525458248,pop,first,high
8096,3,5,1,1,0.004801097,0.640027322,-1.855208333,3,0.032586558,brand,third,high
8097,1,4,0,1,-1.328532236,-0.359972678,0.269791667,3,-0.046843177,rep,third,low
8097,2,5,0,1,-1.328532236,-0.359972678,0.269791667,2,0.474541752,pop,second,low
8097,3,6,0,0,-1.328532236,-0.359972678,0.269791667,1,1.032586558,brand,first,low
8098,1,4,0,1,-0.995198903,-2.693306011,0.019791667,1,-0.046843177,rep,first,low
8098,2,6,1,0,-0.995198903,-2.693306011,0.019791667,3,1.474541752,pop,third,high
8098,3,6,0,0,-0.995198903,-2.693306011,0.019791667,2,1.032586558,brand,second,low
8099,1,6,0,0,-0.661865569,-1.359972678,0.894791667,1,1.953156823,rep,first,low
8099,2,6,0,0,-0.661865569,-1.359972678,0.894791667,3,1.474541752,pop,third,low
8099,3,6,0,1,-0.661865569,-1.359972678,0.894791667,2,1.032586558,brand,second,low
8100,1,3,0,1,0.671467764,-1.693306011,0.769791667,3,-1.046843177,rep,third,low
8100,2,6,0,1,0.671467764,-1.693306011,0.769791667,2,1.474541752,pop,second,low
8100,3,7,1,1,0.671467764,-1.693306011,0.769791667,1,2.032586558,brand,first,high
8101,1,2,1,0,-0.995198903,-2.026639344,0.769791667,1,-2.046843177,rep,first,high
8101,2,3,1,0,-0.995198903,-2.026639344,0.769791667,2,-1.525458248,pop,second,high
8101,3,4,0,1,-0.995198903,-2.026639344,0.769791667,3,-0.967413442,brand,third,low
8102,1,3,0,1,-0.328532236,-0.026639344,-1.105208333,3,-1.046843177,rep,third,low
8102,2,4,1,1,-0.328532236,-0.026639344,-1.105208333,1,-0.525458248,pop,first,high
8102,3,5,1,0,-0.328532236,-0.026639344,-1.105208333,2,0.032586558,brand,second,high
8103,1,6,1,1,0.004801097,-1.359972678,-0.230208333,2,1.953156823,rep,second,high
8103,2,4,1,0,0.004801097,-1.359972678,-0.230208333,3,-0.525458248,pop,third,high
8103,3,7,1,1,0.004801097,-1.359972678,-0.230208333,1,2.032586558,brand,first,high
8104,1,3,1,1,0.671467764,0.306693989,0.019791667,3,-1.046843177,rep,third,high
8104,2,3,1,1,0.671467764,0.306693989,0.019791667,1,-1.525458248,pop,first,high
8104,3,5,1,1,0.671467764,0.306693989,0.019791667,2,0.032586558,brand,second,high
8106,1,3,0,0,-2.661865569,-2.693306011,0.394791667,3,-1.046843177,rep,third,low
8106,2,6,0,1,-2.661865569,-2.693306011,0.394791667,2,1.474541752,pop,second,low
8106,3,2,0,1,-2.661865569,-2.693306011,0.394791667,1,-2.967413442,brand,first,low
8107,1,6,1,1,-0.328532236,-0.026639344,-0.730208333,2,1.953156823,rep,second,high
8107,2,5,1,0,-0.328532236,-0.026639344,-0.730208333,3,0.474541752,pop,third,high
8107,3,6,1,1,-0.328532236,-0.026639344,-0.730208333,1,1.032586558,brand,first,high
8108,1,4,0,1,-0.661865569,0.973360656,0.519791667,1,-0.046843177,rep,first,low
8108,2,5,0,1,-0.661865569,0.973360656,0.519791667,2,0.474541752,pop,second,low
8108,3,6,1,1,-0.661865569,0.973360656,0.519791667,3,1.032586558,brand,third,high
8109,1,5,1,1,-0.328532236,0.973360656,0.644791667,3,0.953156823,rep,third,high
8109,2,3,1,1,-0.328532236,0.973360656,0.644791667,2,-1.525458248,pop,second,high
8109,3,4,1,1,-0.328532236,0.973360656,0.644791667,1,-0.967413442,brand,first,high
8110,1,2,1,1,-0.328532236,-0.026639344,0.519791667,1,-2.046843177,rep,first,high
8110,2,4,0,0,-0.328532236,-0.026639344,0.519791667,2,-0.525458248,pop,second,low
8110,3,3,1,1,-0.328532236,-0.026639344,0.519791667,3,-1.967413442,brand,third,high
8111,1,5,1,1,0.338134431,2.306693989,0.894791667,2,0.953156823,rep,second,high
8111,2,5,1,1,0.338134431,2.306693989,0.894791667,3,0.474541752,pop,third,high
8111,3,2,0,1,0.338134431,2.306693989,0.894791667,1,-2.967413442,brand,first,low
8113,1,5,1,1,0.671467764,0.973360656,0.519791667,3,0.953156823,rep,third,high
8113,2,5,1,1,0.671467764,0.973360656,0.519791667,2,0.474541752,pop,second,high
8113,3,7,1,1,0.671467764,0.973360656,0.519791667,1,2.032586558,brand,first,high
8114,1,2,0,1,0.004801097,1.306693989,-0.605208333,1,-2.046843177,rep,first,low
8114,2,5,1,1,0.004801097,1.306693989,-0.605208333,2,0.474541752,pop,second,high
8114,3,4,1,1,0.004801097,1.306693989,-0.605208333,3,-0.967413442,brand,third,high
8115,1,2,0,1,-1.328532236,-2.359972678,-0.855208333,3,-2.046843177,rep,third,low
8115,2,5,1,1,-1.328532236,-2.359972678,-0.855208333,1,0.474541752,pop,first,high
8115,3,6,1,0,-1.328532236,-2.359972678,-0.855208333,2,1.032586558,brand,second,high
8116,1,7,1,1,0.671467764,-0.026639344,-2.105208333,3,2.953156823,rep,third,high
8116,2,6,0,1,0.671467764,-0.026639344,-2.105208333,1,1.474541752,pop,first,low
8116,3,5,0,0,0.671467764,-0.026639344,-2.105208333,2,0.032586558,brand,second,low
8117,1,3,1,0,-0.661865569,-0.359972678,-3.105208333,3,-1.046843177,rep,third,high
8117,2,2,0,1,-0.661865569,-0.359972678,-3.105208333,1,-2.525458248,pop,first,low
8117,3,6,1,1,-0.661865569,-0.359972678,-3.105208333,2,1.032586558,brand,second,high
8118,1,3,0,1,-0.328532236,-1.359972678,-0.355208333,1,-1.046843177,rep,first,low
8118,2,2,0,1,-0.328532236,-1.359972678,-0.355208333,2,-2.525458248,pop,second,low
8118,3,5,1,1,-0.328532236,-1.359972678,-0.355208333,3,0.032586558,brand,third,high
8119,1,5,1,1,-0.995198903,0.306693989,2.269791667,1,0.953156823,rep,first,high
8119,2,5,0,0,-0.995198903,0.306693989,2.269791667,2,0.474541752,pop,second,low
8119,3,5,0,0,-0.995198903,0.306693989,2.269791667,3,0.032586558,brand,third,low
8120,1,7,1,1,0.671467764,-0.026639344,1.269791667,3,2.953156823,rep,third,high
8120,2,6,0,0,0.671467764,-0.026639344,1.269791667,1,1.474541752,pop,first,low
8120,3,5,1,0,0.671467764,-0.026639344,1.269791667,2,0.032586558,brand,second,high
8121,1,2,0,1,-1.328532236,1.306693989,1.394791667,1,-2.046843177,rep,first,low
8121,2,3,0,1,-1.328532236,1.306693989,1.394791667,3,-1.525458248,pop,third,low
8121,3,5,0,0,-1.328532236,1.306693989,1.394791667,2,0.032586558,brand,second,low
8123,1,2,0,1,-0.328532236,-0.026639344,-1.480208333,3,-2.046843177,rep,third,low
8123,2,4,1,0,-0.328532236,-0.026639344,-1.480208333,2,-0.525458248,pop,second,high
8123,3,4,0,1,-0.328532236,-0.026639344,-1.480208333,1,-0.967413442,brand,first,low
8124,1,1,0,1,-0.661865569,-0.026639344,-0.355208333,1,-3.046843177,rep,first,low
8124,2,6,1,1,-0.661865569,-0.026639344,-0.355208333,2,1.474541752,pop,second,high
8124,3,4,0,0,-0.661865569,-0.026639344,-0.355208333,3,-0.967413442,brand,third,low
8125,1,1,0,1,0.004801097,-1.693306011,0.394791667,3,-3.046843177,rep,third,low
8125,2,7,1,0,0.004801097,-1.693306011,0.394791667,1,2.474541752,pop,first,high
8125,3,7,0,1,0.004801097,-1.693306011,0.394791667,2,2.032586558,brand,second,low
8126,1,3,0,1,1.671467764,-0.359972678,-2.480208333,2,-1.046843177,rep,second,low
8126,2,6,1,1,1.671467764,-0.359972678,-2.480208333,3,1.474541752,pop,third,high
8126,3,6,1,1,1.671467764,-0.359972678,-2.480208333,1,1.032586558,brand,first,high
8127,1,6,1,1,-1.328532236,0.306693989,0.144791667,1,1.953156823,rep,first,high
8127,2,5,0,1,-1.328532236,0.306693989,0.144791667,3,0.474541752,pop,third,low
8127,3,5,0,1,-1.328532236,0.306693989,0.144791667,2,0.032586558,brand,second,low
8128,1,5,0,1,1.338134431,-1.026639344,1.769791667,3,0.953156823,rep,third,low
8128,2,3,1,1,1.338134431,-1.026639344,1.769791667,2,-1.525458248,pop,second,high
8128,3,3,0,0,1.338134431,-1.026639344,1.769791667,1,-1.967413442,brand,first,low
8129,1,3,0,1,1.338134431,0.973360656,-0.480208333,1,-1.046843177,rep,first,low
8129,2,2,0,1,1.338134431,0.973360656,-0.480208333,3,-2.525458248,pop,third,low
8129,3,7,1,1,1.338134431,0.973360656,-0.480208333,2,2.032586558,brand,second,high
8130,1,3,1,1,0.338134431,1.306693989,0.644791667,3,-1.046843177,rep,third,high
8130,2,5,1,1,0.338134431,1.306693989,0.644791667,1,0.474541752,pop,first,high
8130,3,3,0,1,0.338134431,1.306693989,0.644791667,2,-1.967413442,brand,second,low
8131,1,4,1,1,0.671467764,0.306693989,-1.105208333,1,-0.046843177,rep,first,high
8131,2,3,1,1,0.671467764,0.306693989,-1.105208333,2,-1.525458248,pop,second,high
8131,3,3,0,1,0.671467764,0.306693989,-1.105208333,3,-1.967413442,brand,third,low
8132,1,5,0,0,0.338134431,-0.359972678,-1.230208333,1,0.953156823,rep,first,low
8132,2,5,0,0,0.338134431,-0.359972678,-1.230208333,3,0.474541752,pop,third,low
8132,3,5,0,1,0.338134431,-0.359972678,-1.230208333,2,0.032586558,brand,second,low
8133,1,5,0,0,-0.661865569,0.973360656,0.644791667,2,0.953156823,rep,second,low
8133,2,3,1,0,-0.661865569,0.973360656,0.644791667,1,-1.525458248,pop,first,high
8133,3,6,0,1,-0.661865569,0.973360656,0.644791667,3,1.032586558,brand,third,low
8134,1,7,1,1,0.004801097,-2.693306011,-0.730208333,2,2.953156823,rep,second,high
8134,2,6,1,0,0.004801097,-2.693306011,-0.730208333,3,1.474541752,pop,third,high
8134,3,5,0,1,0.004801097,-2.693306011,-0.730208333,1,0.032586558,brand,first,low
8136,1,1,0,1,0.004801097,-0.693306011,0.394791667,1,-3.046843177,rep,first,low
8136,2,2,0,0,0.004801097,-0.693306011,0.394791667,3,-2.525458248,pop,third,low
8136,3,4,1,1,0.004801097,-0.693306011,0.394791667,2,-0.967413442,brand,second,high
8137,1,3,0,1,0.004801097,1.306693989,-1.730208333,1,-1.046843177,rep,first,low
8137,2,4,0,1,0.004801097,1.306693989,-1.730208333,2,-0.525458248,pop,second,low
8137,3,5,1,1,0.004801097,1.306693989,-1.730208333,3,0.032586558,brand,third,high
8138,1,6,1,1,-0.328532236,-0.026639344,0.769791667,3,1.953156823,rep,third,high
8138,2,4,0,1,-0.328532236,-0.026639344,0.769791667,2,-0.525458248,pop,second,low
8138,3,6,1,1,-0.328532236,-0.026639344,0.769791667,1,1.032586558,brand,first,high
8139,1,2,1,1,-1.661865569,-0.693306011,-0.105208333,2,-2.046843177,rep,second,high
8139,2,3,1,1,-1.661865569,-0.693306011,-0.105208333,3,-1.525458248,pop,third,high
8139,3,3,0,0,-1.661865569,-0.693306011,-0.105208333,1,-1.967413442,brand,first,low
8140,1,2,0,1,0.338134431,-1.026639344,-0.480208333,1,-2.046843177,rep,first,low
8140,2,5,0,1,0.338134431,-1.026639344,-0.480208333,2,0.474541752,pop,second,low
8140,3,6,0,0,0.338134431,-1.026639344,-0.480208333,3,1.032586558,brand,third,low
8141,1,3,0,0,-0.995198903,0.640027322,0.519791667,3,-1.046843177,rep,third,low
8141,2,4,1,0,-0.995198903,0.640027322,0.519791667,1,-0.525458248,pop,first,high
8141,3,6,1,1,-0.995198903,0.640027322,0.519791667,2,1.032586558,brand,second,high
8142,1,5,0,0,-2.995198903,-1.693306011,-1.730208333,3,0.953156823,rep,third,low
8142,2,5,0,0,-2.995198903,-1.693306011,-1.730208333,1,0.474541752,pop,first,low
8142,3,5,0,0,-2.995198903,-1.693306011,-1.730208333,2,0.032586558,brand,second,low
8143,1,2,0,1,-1.328532236,-1.026639344,-0.355208333,2,-2.046843177,rep,second,low
8143,2,4,0,0,-1.328532236,-1.026639344,-0.355208333,3,-0.525458248,pop,third,low
8143,3,5,1,1,-1.328532236,-1.026639344,-0.355208333,1,0.032586558,brand,first,high
8145,1,5,1,1,1.004801097,-0.026639344,0.644791667,1,0.953156823,rep,first,high
8145,2,5,1,1,1.004801097,-0.026639344,0.644791667,3,0.474541752,pop,third,high
8145,3,6,1,1,1.004801097,-0.026639344,0.644791667,2,1.032586558,brand,second,high
8146,1,5,0,1,0.338134431,-0.026639344,0.894791667,2,0.953156823,rep,second,low
8146,2,5,1,1,0.338134431,-0.026639344,0.894791667,1,0.474541752,pop,first,high
8146,3,5,0,1,0.338134431,-0.026639344,0.894791667,3,0.032586558,brand,third,low
8147,1,3,1,1,1.671467764,0.640027322,-2.230208333,2,-1.046843177,rep,second,high
8147,2,1,0,1,1.671467764,0.640027322,-2.230208333,3,-3.525458248,pop,third,low
8147,3,5,0,0,1.671467764,0.640027322,-2.230208333,1,0.032586558,brand,first,low
8148,1,4,0,0,-0.995198903,-0.359972678,-0.730208333,3,-0.046843177,rep,third,low
8148,2,3,0,0,-0.995198903,-0.359972678,-0.730208333,2,-1.525458248,pop,second,low
8148,3,5,0,1,-0.995198903,-0.359972678,-0.730208333,1,0.032586558,brand,first,low
8149,1,2,1,1,-5.328532236,0.640027322,-2.730208333,1,-2.046843177,rep,first,high
8149,2,4,0,0,-5.328532236,0.640027322,-2.730208333,2,-0.525458248,pop,second,low
8149,3,4,1,0,-5.328532236,0.640027322,-2.730208333,3,-0.967413442,brand,third,high
8150,1,5,1,1,1.004801097,-0.359972678,1.394791667,2,0.953156823,rep,second,high
8150,2,5,1,0,1.004801097,-0.359972678,1.394791667,1,0.474541752,pop,first,high
8150,3,3,0,0,1.004801097,-0.359972678,1.394791667,3,-1.967413442,brand,third,low
8151,1,4,0,1,-5.328532236,1.973360656,-3.480208333,3,-0.046843177,rep,third,low
8151,2,4,1,1,-5.328532236,1.973360656,-3.480208333,1,-0.525458248,pop,first,high
8151,3,4,0,1,-5.328532236,1.973360656,-3.480208333,2,-0.967413442,brand,second,low
8152,1,2,0,1,-0.328532236,-0.359972678,-0.355208333,1,-2.046843177,rep,first,low
8152,2,2,0,1,-0.328532236,-0.359972678,-0.355208333,2,-2.525458248,pop,second,low
8152,3,1,1,1,-0.328532236,-0.359972678,-0.355208333,3,-3.967413442,brand,third,high
8153,1,2,0,1,0.004801097,-3.693306011,1.519791667,3,-2.046843177,rep,third,low
8153,2,4,0,0,0.004801097,-3.693306011,1.519791667,2,-0.525458248,pop,second,low
8153,3,4,1,0,0.004801097,-3.693306011,1.519791667,1,-0.967413442,brand,first,high
8156,1,2,0,1,-1.328532236,-2.026639344,-2.855208333,3,-2.046843177,rep,third,low
8156,2,5,0,1,-1.328532236,-2.026639344,-2.855208333,1,0.474541752,pop,first,low
8156,3,5,0,0,-1.328532236,-2.026639344,-2.855208333,2,0.032586558,brand,second,low
8158,1,5,0,1,-1.328532236,-1.026639344,0.019791667,1,0.953156823,rep,first,low
8158,2,4,1,1,-1.328532236,-1.026639344,0.019791667,3,-0.525458248,pop,third,high
8158,3,7,0,0,-1.328532236,-1.026639344,0.019791667,2,2.032586558,brand,second,low
8159,1,4,1,1,0.671467764,1.640027322,0.019791667,2,-0.046843177,rep,second,high
8159,2,3,0,0,0.671467764,1.640027322,0.019791667,3,-1.525458248,pop,third,low
8159,3,5,0,0,0.671467764,1.640027322,0.019791667,1,0.032586558,brand,first,low
8160,1,7,0,1,0.004801097,-1.693306011,-0.355208333,2,2.953156823,rep,second,low
8160,2,6,0,0,0.004801097,-1.693306011,-0.355208333,1,1.474541752,pop,first,low
8160,3,4,0,1,0.004801097,-1.693306011,-0.355208333,3,-0.967413442,brand,third,low
8161,1,2,0,1,-1.328532236,-0.026639344,0.269791667,3,-2.046843177,rep,third,low
8161,2,3,0,1,-1.328532236,-0.026639344,0.269791667,2,-1.525458248,pop,second,low
8161,3,5,1,0,-1.328532236,-0.026639344,0.269791667,1,0.032586558,brand,first,high
8162,1,7,0,1,0.671467764,-0.359972678,1.394791667,3,2.953156823,rep,third,low
8162,2,7,1,1,0.671467764,-0.359972678,1.394791667,1,2.474541752,pop,first,high
8162,3,7,0,1,0.671467764,-0.359972678,1.394791667,2,2.032586558,brand,second,low
8165,1,3,1,0,-0.661865569,0.973360656,-1.230208333,2,-1.046843177,rep,second,high
8165,2,3,0,0,-0.661865569,0.973360656,-1.230208333,1,-1.525458248,pop,first,low
8165,3,3,0,0,-0.661865569,0.973360656,-1.230208333,3,-1.967413442,brand,third,low
8166,1,4,0,1,1.004801097,1.640027322,0.394791667,2,-0.046843177,rep,second,low
8166,2,4,1,1,1.004801097,1.640027322,0.394791667,3,-0.525458248,pop,third,high
8166,3,2,0,1,1.004801097,1.640027322,0.394791667,1,-2.967413442,brand,first,low
8167,1,5,1,1,0.671467764,-0.693306011,1.144791667,1,0.953156823,rep,first,high
8167,2,2,0,1,0.671467764,-0.693306011,1.144791667,2,-2.525458248,pop,second,low
8167,3,5,1,0,0.671467764,-0.693306011,1.144791667,3,0.032586558,brand,third,high
8168,1,4,0,1,0.004801097,-1.693306011,-0.730208333,1,-0.046843177,rep,first,low
8168,2,3,1,0,0.004801097,-1.693306011,-0.730208333,2,-1.525458248,pop,second,high
8168,3,3,1,0,0.004801097,-1.693306011,-0.730208333,3,-1.967413442,brand,third,high
8169,1,6,0,1,-1.328532236,-1.693306011,1.019791667,2,1.953156823,rep,second,low
8169,2,6,1,0,-1.328532236,-1.693306011,1.019791667,1,1.474541752,pop,first,high
8169,3,6,1,1,-1.328532236,-1.693306011,1.019791667,3,1.032586558,brand,third,high
8170,1,3,0,1,1.004801097,0.306693989,1.019791667,3,-1.046843177,rep,third,low
8170,2,3,0,1,1.004801097,0.306693989,1.019791667,2,-1.525458248,pop,second,low
8170,3,6,1,0,1.004801097,0.306693989,1.019791667,1,1.032586558,brand,first,high
